"","SuD","VeC","AdD","PaB","VeB","SuB","SxE","BlA","EwA","GeB","HnC","Cv","FaC","PaD","PaC","SxC","Lh","GgC","SuC","BlB","VeD","HnA","HnB","FsB","Le","MnC","FaE","FsE"
"MUSYM","1","1","1","0.002","0","0.002","1","1","1","0.104","1","0.218","0.005","1","0.186","0.993","1","0","0.941","1","1","1","1","1","1","1","1","1"
