"illitic"|"27658744"|"21895644"
"mixed"|"27658744"|"21895643"
"illitic"|"27658743"|"21895642"
"mixed"|"27658743"|"21895641"
"illitic"|"27658742"|"21895640"
"mixed"|"27658742"|"21895639"
"illitic"|"27658741"|"21895638"
"mixed"|"27658741"|"21895637"
"illitic"|"27658740"|"21895636"
"mixed"|"27658765"|"21895669"
"mixed"|"27658764"|"21895668"
"mixed"|"27658763"|"21895667"
"mixed"|"27658762"|"21895666"
"mixed"|"27658761"|"21895665"
"illitic"|"27658727"|"21895623"
"mixed"|"27658727"|"21895622"
"mixed"|"27658726"|"21895621"
"illitic"|"27658725"|"21895620"
"mixed"|"27658725"|"21895619"
"mixed"|"27658706"|"21895598"
"mixed"|"27658705"|"21895597"
"mixed"|"27658704"|"21895596"
"mixed"|"27658703"|"21895595"
"mixed"|"27658610"|"21895501"
"mixed"|"27658609"|"21895500"
"mixed"|"27658608"|"21895499"
"mixed"|"27658607"|"21895498"
"mixed"|"27658606"|"21895497"
"mixed"|"27658605"|"21895496"
"mixed"|"27658604"|"21895495"
"mixed"|"27658603"|"21895494"
"illitic"|"27658596"|"21895483"
"mixed"|"27658596"|"21895482"
"illitic"|"27658595"|"21895481"
"mixed"|"27658595"|"21895480"
"mixed"|"27658594"|"21895479"
"illitic"|"27658593"|"21895478"
"mixed"|"27658593"|"21895477"
"illitic"|"27658592"|"21895476"
"mixed"|"27658592"|"21895475"
"mixed"|"27658591"|"21895474"
"illitic"|"27658580"|"21895459"
"mixed"|"27658580"|"21895458"
"illitic"|"27658579"|"21895457"
"mixed"|"27658579"|"21895456"
"mixed"|"27658578"|"21895455"
"illitic"|"27658577"|"21895454"
"mixed"|"27658577"|"21895453"
"mixed"|"27658576"|"21895452"
"illitic"|"27658575"|"21895451"
"illitic"|"27658574"|"21895450"
"mixed"|"27658573"|"21895449"
"illitic"|"27658572"|"21895448"
"illitic"|"27658571"|"21895447"
"mixed"|"27658547"|"21895424"
"mixed"|"27658546"|"21895423"
"mixed"|"27658545"|"21895422"
"illitic"|"27658544"|"21895421"
"mixed"|"27658543"|"21895420"
"mixed"|"27658541"|"21895419"
"mixed"|"27658540"|"21895418"
"mixed"|"27658539"|"21895417"
"illitic"|"27658538"|"21895416"
"mixed"|"27658537"|"21895415"
"mixed"|"27658535"|"21895414"
"mixed"|"27658534"|"21895413"
"mixed"|"27658533"|"21895412"
"illitic"|"27658532"|"21895411"
"mixed"|"27658531"|"21895410"
"mixed"|"27658529"|"21895409"
"mixed"|"27658528"|"21895408"
"mixed"|"27658527"|"21895407"
"illitic"|"27658526"|"21895406"
"mixed"|"27658525"|"21895405"
"mixed"|"27658518"|"21895399"
"mixed"|"27658517"|"21895398"
"mixed"|"27658516"|"21895397"
"illitic"|"27658515"|"21895396"
"mixed"|"27658514"|"21895395"
"mixed"|"27658513"|"21895394"
"mixed"|"27658512"|"21895393"
"mixed"|"27658511"|"21895392"
"illitic"|"27658510"|"21895391"
"mixed"|"27658509"|"21895390"
"mixed"|"27658659"|"21895557"
"mixed"|"27658658"|"21895556"
"mixed"|"27658657"|"21895555"
"mixed"|"27658656"|"21895554"
"mixed"|"27658655"|"21895553"
"mixed"|"27658654"|"21895552"
"mixed"|"27658653"|"21895551"
"mixed"|"27658652"|"21895550"
"mixed"|"27658651"|"21895549"
"mixed"|"27658650"|"21895548"
"mixed"|"27658649"|"21895547"
"mixed"|"27658648"|"21895546"
"mixed"|"27658647"|"21895545"
"mixed"|"27658646"|"21895544"
"mixed"|"27658645"|"21895543"
"mixed"|"27658644"|"21895542"
"mixed"|"27658643"|"21895541"
"mixed"|"27658642"|"21895540"
"mixed"|"27658641"|"21895539"
"mixed"|"27658640"|"21895538"
"mixed"|"27658508"|"21895389"
"mixed"|"27658507"|"21895388"
"mixed"|"27658506"|"21895387"
"mixed"|"27658505"|"21895386"
"mixed"|"27658504"|"21895385"
"mixed"|"27658503"|"21895384"
"mixed"|"27658502"|"21895383"
"mixed"|"27658501"|"21895382"
"mixed"|"27658500"|"21895381"
"mixed"|"27658499"|"21895380"
