"not used"|"27658741"|"19516108"
"not used"|"27658740"|"19516107"
"not used"|"27658727"|"19516094"
"not used"|"27658726"|"19516093"
"not used"|"27658725"|"19516092"
"not used"|"27658706"|"19516073"
"not used"|"27658705"|"19516072"
"not used"|"27658704"|"19516071"
"not used"|"27658703"|"19516070"
"not used"|"27658610"|"19515984"
"not used"|"27658609"|"19515983"
"not used"|"27658608"|"19515982"
"not used"|"27658607"|"19515981"
"not used"|"27658606"|"19515980"
"not used"|"27658605"|"19515979"
"not used"|"27658604"|"19515978"
"not used"|"27658603"|"19515977"
"not used"|"27658596"|"19515970"
"not used"|"27658595"|"19515969"
"not used"|"27658594"|"19515968"
"not used"|"27658593"|"19515967"
"not used"|"27658592"|"19515966"
"not used"|"27658591"|"19515965"
"not used"|"27658580"|"19515955"
"not used"|"27658579"|"19515954"
"not used"|"27658578"|"19515953"
"not used"|"27658577"|"19515952"
"not used"|"27658576"|"19515951"
"not used"|"27658575"|"19515950"
"not used"|"27658574"|"19515949"
"not used"|"27658573"|"19515948"
"not used"|"27658572"|"19515947"
"not used"|"27658571"|"19515946"
"not used"|"27658547"|"19515923"
"not used"|"27658546"|"19515922"
"not used"|"27658545"|"19515921"
"not used"|"27658544"|"19515920"
"not used"|"27658543"|"19515919"
"not used"|"27658541"|"19515918"
"not used"|"27658540"|"19515917"
"not used"|"27658539"|"19515916"
"not used"|"27658538"|"19515915"
"not used"|"27658537"|"19515914"
"not used"|"27658535"|"19515913"
"not used"|"27658534"|"19515912"
"not used"|"27658533"|"19515911"
"not used"|"27658532"|"19515910"
"not used"|"27658531"|"19515909"
"not used"|"27658529"|"19515908"
"not used"|"27658528"|"19515907"
"not used"|"27658527"|"19515906"
"not used"|"27658526"|"19515905"
"not used"|"27658525"|"19515904"
"not used"|"27658518"|"19515898"
"not used"|"27658517"|"19515897"
"not used"|"27658516"|"19515896"
"not used"|"27658515"|"19515895"
"not used"|"27658514"|"19515894"
"not used"|"27658513"|"19515893"
"not used"|"27658512"|"19515892"
"not used"|"27658511"|"19515891"
"not used"|"27658510"|"19515890"
"not used"|"27658509"|"19515889"
"not used"|"27658659"|"19516032"
"not used"|"27658658"|"19516031"
"not used"|"27658657"|"19516030"
"not used"|"27658656"|"19516029"
"not used"|"27658655"|"19516028"
"not used"|"27658654"|"19516027"
"not used"|"27658653"|"19516026"
"not used"|"27658652"|"19516025"
"not used"|"27658651"|"19516024"
"not used"|"27658650"|"19516023"
"not used"|"27658649"|"19516022"
"not used"|"27658648"|"19516021"
"not used"|"27658647"|"19516020"
"not used"|"27658646"|"19516019"
"not used"|"27658645"|"19516018"
"not used"|"27658644"|"19516017"
"not used"|"27658643"|"19516016"
"not used"|"27658642"|"19516015"
"not used"|"27658641"|"19516014"
"not used"|"27658640"|"19516013"
"not used"|"27658508"|"19515888"
"not used"|"27658507"|"19515887"
"not used"|"27658506"|"19515886"
"not used"|"27658505"|"19515885"
"not used"|"27658504"|"19515884"
"not used"|"27658503"|"19515883"
"not used"|"27658502"|"19515882"
"not used"|"27658501"|"19515881"
"not used"|"27658500"|"19515880"
"not used"|"27658499"|"19515879"
"not used"|"27658744"|"19516111"
"not used"|"27658743"|"19516110"
"not used"|"27658742"|"19516109"
"not used"|"27658765"|"19516132"
"not used"|"27658764"|"19516131"
"not used"|"27658763"|"19516130"
"not used"|"27658762"|"19516129"
"not used"|"27658761"|"19516128"
