"Summit"|"44802633"|"18777759"
"Shoulder"|"44802633"|"18777760"
"Summit"|"44802632"|"18777758"
"Summit"|"44802631"|"18777757"
"Footslope"|"44802629"|"18777756"
"Toeslope"|"44802629"|"18777755"
"Footslope"|"44802628"|"18777754"
"Toeslope"|"44802628"|"18777753"
"Summit"|"44802627"|"18777751"
"Shoulder"|"44802627"|"18777752"
"Summit"|"44802625"|"18777748"
"Shoulder"|"44802625"|"18777749"
"Backslope"|"44802625"|"18777750"
"Summit"|"44802623"|"18777747"
"Summit"|"44802622"|"18777746"
"Summit"|"44802621"|"18777745"
"Backslope"|"44802425"|"18777704"
"Backslope"|"44802422"|"18777703"
"Backslope"|"44802419"|"18777702"
"Summit"|"44802527"|"18777722"
"Backslope"|"44802527"|"18777721"
"Summit"|"44802526"|"18777720"
"Backslope"|"44802526"|"18777719"
"Summit"|"44802523"|"18777718"
"Backslope"|"44802523"|"18777717"
"Summit"|"44802522"|"18777716"
"Backslope"|"44802522"|"18777715"
"Summit"|"44802519"|"18777714"
"Backslope"|"44802519"|"18777713"
"Summit"|"44802518"|"18777712"
"Backslope"|"44802518"|"18777711"
"Summit"|"44802515"|"18777710"
"Backslope"|"44802515"|"18777709"
"Summit"|"44802514"|"18777708"
"Backslope"|"44802514"|"18777707"
"Summit"|"44802407"|"18777701"
"Backslope"|"44802407"|"18777700"
"Summit"|"44802406"|"18777699"
"Backslope"|"44802406"|"18777698"
"Summit"|"44802403"|"18777697"
"Backslope"|"44802403"|"18777696"
"Summit"|"44802402"|"18777695"
"Backslope"|"44802402"|"18777694"
