0|2|3||75|162|250||||"82717886"|"142500823"
0|6|22||2|4|5||||"82717887"|"142500824"
13|13|32||5|40|75||||"82717887"|"142500825"
3|5|6||75|162|250||||"82717887"|"142500826"
0|3|14||2|4|5||||"82717888"|"142500827"
0|6|11||5|40|75||||"82717888"|"142500828"
0|2|3||75|162|250||||"82717888"|"142500829"
0|1|1||250|625|1000||||"82717888"|"142500830"
0|3|26||2|4|5||||"82717889"|"142500831"
3|6|26||5|40|75||||"82717889"|"142500832"
0|2|3||75|162|250||||"82717889"|"142500833"
0|1|1||250|625|1000||||"82717889"|"142500834"
0|3|34||2|4|5||||"82717890"|"142500835"
3|6|34||5|40|75||||"82717890"|"142500836"
0|2|3||75|162|250||||"82717890"|"142500837"
0|1|1||250|625|1000||||"82717890"|"142500838"
0|3|8||2|4|5||||"82717891"|"142500839"
0|3|5||5|40|75||||"82717891"|"142500840"
3|6|11||75|162|250||||"82717891"|"142500841"
0|1|1||250|625|1000||||"82717891"|"142500842"
0|12|24||2|4|5||||"82717892"|"142500843"
4|17|29||5|40|75||||"82717892"|"142500844"
9|19|28||75|162|250||||"82717892"|"142500845"
0|2|3||250|625|1000||||"82717892"|"142500846"
0|7|14||2|4|5||||"82717894"|"142500847"
0|6|11||5|40|75||||"82717894"|"142500848"
0|6|23||2|4|5||||"82717895"|"142500849"
3|6|23||5|40|75||||"82717895"|"142500850"
0|2|3||75|162|250||||"82717895"|"142500851"
0|3|35||2|4|5||||"82717896"|"142500852"
3|6|35||5|40|75||||"82717896"|"142500853"
3|3|6||75|162|250||||"82717896"|"142500854"
0|3|14||2|4|5||||"82718276"|"142501699"
0|6|11||5|40|75||||"82718276"|"142501700"
0|2|3||75|162|250||||"82718276"|"142501701"
0|0|1||250|625|1000||||"82718276"|"142501702"
0|3|26||2|4|5||||"82718277"|"142501703"
3|6|26||5|40|75||||"82718277"|"142501704"
0|2|3||75|162|250||||"82718277"|"142501705"
0|1|1||250|625|1000||||"82718277"|"142501706"
0|2|17||2|4|5||||"82718278"|"142501707"
9|9|26||5|40|75||||"82718278"|"142501708"
0|2|9||75|162|250||||"82718278"|"142501709"
0|1|1||250|625|1000||||"82718278"|"142501710"
0|3|11||2|4|5||||"82718280"|"142501714"
3|7|11||5|40|75||||"82718280"|"142501715"
0|2|3||75|162|250||||"82718280"|"142501716"
0|3|23||2|4|5||||"82718281"|"142501717"
3|9|23||5|40|75||||"82718281"|"142501718"
0|2|3||75|162|250||||"82718281"|"142501719"
0|6|22||2|4|5||||"82718279"|"142501711"
13|13|32||5|40|75||||"82718279"|"142501712"
3|5|6||75|162|250||||"82718279"|"142501713"
0|3|14||2|4|5||||"82718282"|"142501720"
0|6|11||5|40|75||||"82718282"|"142501721"
0|2|3||75|162|250||||"82718282"|"142501722"
0|1|1||250|625|1000||||"82718282"|"142501723"
0|3|26||2|4|5||||"82718283"|"142501724"
3|6|26||5|40|75||||"82718283"|"142501725"
0|2|3||75|162|250||||"82718283"|"142501726"
0|1|1||250|625|1000||||"82718283"|"142501727"
0|3|34||2|4|5||||"82718284"|"142501728"
3|6|34||5|40|75||||"82718284"|"142501729"
0|2|3||75|162|250||||"82718284"|"142501730"
0|1|1||250|625|1000||||"82718284"|"142501731"
0|3|8||2|4|5||||"82718285"|"142501732"
0|3|5||5|40|75||||"82718285"|"142501733"
3|6|11||75|162|250||||"82718285"|"142501734"
0|1|1||250|625|1000||||"82718285"|"142501735"
0|12|24||2|4|5||||"82718286"|"142501736"
4|17|29||5|40|75||||"82718286"|"142501737"
9|19|28||75|162|250||||"82718286"|"142501738"
0|2|3||250|625|1000||||"82718286"|"142501739"
0|7|14||2|4|5||||"82718288"|"142501740"
0|6|11||5|40|75||||"82718288"|"142501741"
0|6|23||2|4|5||||"82718289"|"142501742"
3|6|23||5|40|75||||"82718289"|"142501743"
0|2|3||75|162|250||||"82718289"|"142501744"
0|3|35||2|4|5||||"82718290"|"142501745"
3|6|35||5|40|75||||"82718290"|"142501746"
3|3|6||75|162|250||||"82718290"|"142501747"
0|3|14||2|4|5||||"82718291"|"142501748"
0|6|11||5|40|75||||"82718291"|"142501749"
3|3|6||75|162|250||||"82718291"|"142501750"
1|1|3||250|625|1000||||"82718291"|"142501751"
0|3|26||2|4|5||||"82718292"|"142501752"
3|6|26||5|40|75||||"82718292"|"142501753"
0|2|3||75|162|250||||"82718292"|"142501754"
0|1|1||250|625|1000||||"82718292"|"142501755"
0|2|17||2|4|5||||"82718293"|"142501756"
9|9|26||5|40|75||||"82718293"|"142501757"
0|2|9||75|162|250||||"82718293"|"142501758"
0|1|1||250|625|1000||||"82718293"|"142501759"
0|3|13||2|4|5||||"82718294"|"142501760"
3|6|21||5|40|75||||"82718294"|"142501761"
3|3|6||75|162|250||||"82718294"|"142501762"
1|1|3||250|625|1000||||"82718294"|"142501763"
0|3|23||2|4|5||||"82718295"|"142501764"
3|9|23||5|40|75||||"82718295"|"142501765"
0|2|3||75|162|250||||"82718295"|"142501766"
0|6|22||2|4|5||||"82718296"|"142501767"
13|13|32||5|40|75||||"82718296"|"142501768"
3|5|6||75|162|250||||"82718296"|"142501769"
0|3|14||2|4|5||||"82718299"|"142501778"
0|6|11||5|40|75||||"82718299"|"142501779"
0|2|3||75|162|250||||"82718299"|"142501780"
0|1|1||250|625|1000||||"82718299"|"142501781"
0|3|26||2|4|5||||"82718297"|"142501770"
3|6|26||5|40|75||||"82718297"|"142501771"
0|2|3||75|162|250||||"82718297"|"142501772"
0|1|1||250|625|1000||||"82718297"|"142501773"
0|3|34||2|4|5||||"82718298"|"142501774"
3|6|34||5|40|75||||"82718298"|"142501775"
0|2|3||75|162|250||||"82718298"|"142501776"
0|1|1||250|625|1000||||"82718298"|"142501777"
0|3|8||2|4|5||||"82718300"|"142501782"
0|3|5||5|40|75||||"82718300"|"142501783"
3|6|11||75|162|250||||"82718300"|"142501784"
0|1|1||250|625|1000||||"82718300"|"142501785"
0|12|24||2|4|5||||"82718301"|"142501786"
4|17|29||5|40|75||||"82718301"|"142501787"
9|19|28||75|162|250||||"82718301"|"142501788"
0|2|3||250|625|1000||||"82718301"|"142501789"
0|3|14||2|4|5||||"82718303"|"142501790"
0|6|11||5|40|75||||"82718303"|"142501791"
3|3|6||75|162|250||||"82718303"|"142501792"
1|1|3||250|625|1000||||"82718303"|"142501793"
0|6|23||2|4|5||||"82718304"|"142501794"
3|6|23||5|40|75||||"82718304"|"142501795"
0|2|3||75|162|250||||"82718304"|"142501796"
0|3|35||2|4|5||||"82718305"|"142501797"
3|6|35||5|40|75||||"82718305"|"142501798"
3|3|6||75|162|250||||"82718305"|"142501799"
0|3|14||2|4|5||||"82718308"|"142501808"
0|6|11||5|40|75||||"82718308"|"142501809"
3|3|6||75|162|250||||"82718308"|"142501810"
1|1|3||250|625|1000||||"82718308"|"142501811"
0|3|26||2|4|5||||"82718306"|"142501800"
3|6|26||5|40|75||||"82718306"|"142501801"
0|2|3||75|162|250||||"82718306"|"142501802"
0|1|1||250|625|1000||||"82718306"|"142501803"
0|2|17||2|4|5||||"82718307"|"142501804"
9|9|26||5|40|75||||"82718307"|"142501805"
0|2|9||75|162|250||||"82718307"|"142501806"
0|1|1||250|625|1000||||"82718307"|"142501807"
0|3|13||2|4|5||||"82718309"|"142501812"
3|6|21||5|40|75||||"82718309"|"142501813"
3|3|6||75|162|250||||"82718309"|"142501814"
1|1|3||250|625|1000||||"82718309"|"142501815"
0|3|23||2|4|5||||"82718310"|"142501816"
3|9|23||5|40|75||||"82718310"|"142501817"
0|2|3||75|162|250||||"82718310"|"142501818"
0|6|22||2|4|5||||"82718311"|"142501819"
13|13|32||5|40|75||||"82718311"|"142501820"
3|5|6||75|162|250||||"82718311"|"142501821"
0|3|14||2|4|5||||"82718312"|"142501822"
0|6|11||5|40|75||||"82718312"|"142501823"
0|2|3||75|162|250||||"82718312"|"142501824"
0|1|1||250|625|1000||||"82718312"|"142501825"
0|3|26||2|4|5||||"82718313"|"142501826"
3|6|26||5|40|75||||"82718313"|"142501827"
0|2|3||75|162|250||||"82718313"|"142501828"
0|1|1||250|625|1000||||"82718313"|"142501829"
0|3|34||2|4|5||||"82718314"|"142501830"
3|6|34||5|40|75||||"82718314"|"142501831"
0|2|3||75|162|250||||"82718314"|"142501832"
0|1|1||250|625|1000||||"82718314"|"142501833"
0|3|8||2|4|5||||"82718316"|"142501838"
0|3|5||5|40|75||||"82718316"|"142501839"
3|6|11||75|162|250||||"82718316"|"142501840"
0|1|1||250|625|1000||||"82718316"|"142501841"
0|12|24||2|4|5||||"82718315"|"142501834"
4|17|29||5|40|75||||"82718315"|"142501835"
9|19|28||75|162|250||||"82718315"|"142501836"
0|2|3||250|625|1000||||"82718315"|"142501837"
0|3|14||2|4|5||||"82718318"|"142501842"
0|6|11||5|40|75||||"82718318"|"142501843"
3|3|6||75|162|250||||"82718318"|"142501844"
1|1|3||250|625|1000||||"82718318"|"142501845"
0|6|23||2|4|5||||"82718319"|"142501846"
3|6|23||5|40|75||||"82718319"|"142501847"
0|2|3||75|162|250||||"82718319"|"142501848"
0|3|35||2|4|5||||"82718320"|"142501849"
3|6|35||5|40|75||||"82718320"|"142501850"
3|3|6||75|162|250||||"82718320"|"142501851"
0|3|14||2|4|5||||"82718323"|"142501860"
0|6|11||5|40|75||||"82718323"|"142501861"
3|3|6||75|162|250||||"82718323"|"142501862"
1|1|3||250|625|1000||||"82718323"|"142501863"
0|3|26||2|4|5||||"82718321"|"142501852"
3|6|26||5|40|75||||"82718321"|"142501853"
0|2|3||75|162|250||||"82718321"|"142501854"
0|1|1||250|625|1000||||"82718321"|"142501855"
0|2|17||2|4|5||||"82718322"|"142501856"
9|9|26||5|40|75||||"82718322"|"142501857"
0|2|9||75|162|250||||"82718322"|"142501858"
0|1|1||250|625|1000||||"82718322"|"142501859"
0|3|13||2|4|5||||"82718324"|"142501864"
3|6|21||5|40|75||||"82718324"|"142501865"
3|3|6||75|162|250||||"82718324"|"142501866"
1|1|3||250|625|1000||||"82718324"|"142501867"
0|3|23||2|4|5||||"82718325"|"142501868"
3|9|23||5|40|75||||"82718325"|"142501869"
0|2|3||75|162|250||||"82718325"|"142501870"
0|6|22||2|4|5||||"82718326"|"142501871"
13|13|32||5|40|75||||"82718326"|"142501872"
3|5|6||75|162|250||||"82718326"|"142501873"
0|3|14||2|4|5||||"82718327"|"142501874"
0|6|11||5|40|75||||"82718327"|"142501875"
0|2|3||75|162|250||||"82718327"|"142501876"
0|1|1||250|625|1000||||"82718327"|"142501877"
0|3|26||2|4|5||||"82718328"|"142501878"
3|6|26||5|40|75||||"82718328"|"142501879"
0|2|3||75|162|250||||"82718328"|"142501880"
0|1|1||250|625|1000||||"82718328"|"142501881"
0|3|34||2|4|5||||"82718329"|"142501882"
3|6|34||5|40|75||||"82718329"|"142501883"
0|2|3||75|162|250||||"82718329"|"142501884"
0|1|1||250|625|1000||||"82718329"|"142501885"
0|3|8||2|4|5||||"82718330"|"142501886"
0|3|5||5|40|75||||"82718330"|"142501887"
3|6|11||75|162|250||||"82718330"|"142501888"
0|1|1||250|625|1000||||"82718330"|"142501889"
0|12|24||2|4|5||||"82718331"|"142501890"
4|17|29||5|40|75||||"82718331"|"142501891"
9|19|28||75|162|250||||"82718331"|"142501892"
0|2|3||250|625|1000||||"82718331"|"142501893"
0|3|14||2|4|5||||"82718333"|"142501894"
0|6|11||5|40|75||||"82718333"|"142501895"
3|3|6||75|162|250||||"82718333"|"142501896"
1|1|3||250|625|1000||||"82718333"|"142501897"
0|6|23||2|4|5||||"82718334"|"142501898"
3|6|23||5|40|75||||"82718334"|"142501899"
0|2|3||75|162|250||||"82718334"|"142501900"
0|3|35||2|4|5||||"82718335"|"142501901"
3|6|35||5|40|75||||"82718335"|"142501902"
3|3|6||75|162|250||||"82718335"|"142501903"
0|3|14||2|4|5||||"82717897"|"142500855"
0|6|11||5|40|75||||"82717897"|"142500856"
0|2|3||75|162|250||||"82717897"|"142500857"
0|0|1||250|625|1000||||"82717897"|"142500858"
0|3|26||2|4|5||||"82717898"|"142500859"
3|6|26||5|40|75||||"82717898"|"142500860"
0|2|3||75|162|250||||"82717898"|"142500861"
0|1|1||250|625|1000||||"82717898"|"142500862"
0|2|17||2|4|5||||"82717899"|"142500863"
9|9|26||5|40|75||||"82717899"|"142500864"
0|2|9||75|162|250||||"82717899"|"142500865"
0|1|1||250|625|1000||||"82717899"|"142500866"
0|2|3||2|4|5||||"82717900"|"142500867"
0|2|3||2|4|5||||"82717901"|"142500868"
0|2|3||2|4|5||||"82717902"|"142500869"
0|3|11||2|4|5||||"82717903"|"142500870"
3|7|11||5|40|75||||"82717903"|"142500871"
0|2|3||75|162|250||||"82717903"|"142500872"
0|3|23||2|4|5||||"82717904"|"142500873"
3|9|23||5|40|75||||"82717904"|"142500874"
0|2|3||75|162|250||||"82717904"|"142500875"
0|6|22||2|4|5||||"82717905"|"142500876"
13|13|32||5|40|75||||"82717905"|"142500877"
3|5|6||75|162|250||||"82717905"|"142500878"
0|3|14||2|4|5||||"82717906"|"142500879"
0|6|11||5|40|75||||"82717906"|"142500880"
0|2|3||75|162|250||||"82717906"|"142500881"
0|1|1||250|625|1000||||"82717906"|"142500882"
0|3|26||2|4|5||||"82717907"|"142500883"
3|6|26||5|40|75||||"82717907"|"142500884"
0|2|3||75|162|250||||"82717907"|"142500885"
0|1|1||250|625|1000||||"82717907"|"142500886"
0|3|34||2|4|5||||"82717908"|"142500887"
3|6|34||5|40|75||||"82717908"|"142500888"
0|2|3||75|162|250||||"82717908"|"142500889"
0|1|1||250|625|1000||||"82717908"|"142500890"
0|3|8||2|4|5||||"82717910"|"142500891"
0|3|5||5|40|75||||"82717910"|"142500892"
3|6|11||75|162|250||||"82717910"|"142500893"
0|1|1||250|625|1000||||"82717910"|"142500894"
0|12|24||2|4|5||||"82717911"|"142500895"
4|17|29||5|40|75||||"82717911"|"142500896"
9|19|28||75|162|250||||"82717911"|"142500897"
0|2|3||250|625|1000||||"82717911"|"142500898"
0|3|14||2|4|5||||"82717912"|"142500899"
0|6|11||5|40|75||||"82717912"|"142500900"
0|2|3||75|162|250||||"82717912"|"142500901"
0|0|1||250|625|1000||||"82717912"|"142500902"
0|3|26||2|4|5||||"82717913"|"142500903"
3|6|26||5|40|75||||"82717913"|"142500904"
0|2|3||75|162|250||||"82717913"|"142500905"
0|1|1||250|625|1000||||"82717913"|"142500906"
0|2|17||2|4|5||||"82717914"|"142500907"
9|9|26||5|40|75||||"82717914"|"142500908"
0|2|9||75|162|250||||"82717914"|"142500909"
0|1|1||250|625|1000||||"82717914"|"142500910"
0|2|3||2|4|5||||"82717915"|"142500911"
0|2|3||2|4|5||||"82717916"|"142500912"
0|2|3||2|4|5||||"82717917"|"142500913"
0|3|11||2|4|5||||"82717918"|"142500914"
3|7|11||5|40|75||||"82717918"|"142500915"
0|2|3||75|162|250||||"82717918"|"142500916"
0|3|23||2|4|5||||"82717919"|"142500917"
3|9|23||5|40|75||||"82717919"|"142500918"
0|2|3||75|162|250||||"82717919"|"142500919"
0|6|22||2|4|5||||"82717920"|"142500920"
13|13|32||5|40|75||||"82717920"|"142500921"
3|5|6||75|162|250||||"82717920"|"142500922"
0|3|14||2|4|5||||"82717921"|"142500923"
0|6|11||5|40|75||||"82717921"|"142500924"
0|2|3||75|162|250||||"82717921"|"142500925"
0|1|1||250|625|1000||||"82717921"|"142500926"
0|3|26||2|4|5||||"82717922"|"142500927"
3|6|26||5|40|75||||"82717922"|"142500928"
0|2|3||75|162|250||||"82717922"|"142500929"
0|1|1||250|625|1000||||"82717922"|"142500930"
0|3|34||2|4|5||||"82717923"|"142500931"
3|6|34||5|40|75||||"82717923"|"142500932"
0|2|3||75|162|250||||"82717923"|"142500933"
0|1|1||250|625|1000||||"82717923"|"142500934"
0|3|8||2|4|5||||"82717925"|"142500935"
0|3|5||5|40|75||||"82717925"|"142500936"
3|6|11||75|162|250||||"82717925"|"142500937"
0|1|1||250|625|1000||||"82717925"|"142500938"
0|12|24||2|4|5||||"82717926"|"142500939"
4|17|29||5|40|75||||"82717926"|"142500940"
9|19|28||75|162|250||||"82717926"|"142500941"
0|2|3||250|625|1000||||"82717926"|"142500942"
0|3|14||2|4|5||||"82717943"|"142500988"
0|6|11||5|40|75||||"82717943"|"142500989"
3|3|6||75|162|250||||"82717943"|"142500990"
1|1|3||250|625|1000||||"82717943"|"142500991"
0|3|26||2|4|5||||"82717944"|"142500992"
3|6|26||5|40|75||||"82717944"|"142500993"
0|2|3||75|162|250||||"82717944"|"142500994"
0|1|1||250|625|1000||||"82717944"|"142500995"
0|2|17||2|4|5||||"82717945"|"142500996"
9|9|26||5|40|75||||"82717945"|"142500997"
0|2|9||75|162|250||||"82717945"|"142500998"
0|1|1||250|625|1000||||"82717945"|"142500999"
0|2|3||2|4|5||||"82717946"|"142501000"
0|2|3||2|4|5||||"82717947"|"142501001"
0|2|3||2|4|5||||"82717948"|"142501002"
0|3|13||2|4|5||||"82717949"|"142501003"
3|6|21||5|40|75||||"82717949"|"142501004"
3|3|6||75|162|250||||"82717949"|"142501005"
1|1|3||250|625|1000||||"82717949"|"142501006"
0|3|23||2|4|5||||"82717950"|"142501007"
3|9|23||5|40|75||||"82717950"|"142501008"
0|2|3||75|162|250||||"82717950"|"142501009"
0|6|22||2|4|5||||"82717951"|"142501010"
13|13|32||5|40|75||||"82717951"|"142501011"
3|5|6||75|162|250||||"82717951"|"142501012"
0|3|14||2|4|5||||"82717952"|"142501013"
0|6|11||5|40|75||||"82717952"|"142501014"
0|2|3||75|162|250||||"82717952"|"142501015"
0|1|1||250|625|1000||||"82717952"|"142501016"
0|3|26||2|4|5||||"82717953"|"142501017"
3|6|26||5|40|75||||"82717953"|"142501018"
0|2|3||75|162|250||||"82717953"|"142501019"
0|1|1||250|625|1000||||"82717953"|"142501020"
0|3|34||2|4|5||||"82717954"|"142501021"
3|6|34||5|40|75||||"82717954"|"142501022"
0|2|3||75|162|250||||"82717954"|"142501023"
0|1|1||250|625|1000||||"82717954"|"142501024"
0|3|8||2|4|5||||"82717957"|"142501029"
0|3|5||5|40|75||||"82717957"|"142501030"
3|6|11||75|162|250||||"82717957"|"142501031"
0|1|1||250|625|1000||||"82717957"|"142501032"
0|12|24||2|4|5||||"82717955"|"142501025"
4|17|29||5|40|75||||"82717955"|"142501026"
9|19|28||75|162|250||||"82717955"|"142501027"
0|2|3||250|625|1000||||"82717955"|"142501028"
0|3|14||2|4|5||||"82717959"|"142501033"
0|6|11||5|40|75||||"82717959"|"142501034"
3|3|6||75|162|250||||"82717959"|"142501035"
1|1|3||250|625|1000||||"82717959"|"142501036"
0|3|26||2|4|5||||"82717960"|"142501037"
3|6|26||5|40|75||||"82717960"|"142501038"
0|2|3||75|162|250||||"82717960"|"142501039"
0|1|1||250|625|1000||||"82717960"|"142501040"
0|2|17||2|4|5||||"82717961"|"142501041"
9|9|26||5|40|75||||"82717961"|"142501042"
0|2|9||75|162|250||||"82717961"|"142501043"
0|1|1||250|625|1000||||"82717961"|"142501044"
0|2|3||2|4|5||||"82717962"|"142501045"
0|2|3||2|4|5||||"82717963"|"142501046"
0|2|3||2|4|5||||"82717964"|"142501047"
0|3|13||2|4|5||||"82717965"|"142501048"
3|6|21||5|40|75||||"82717965"|"142501049"
3|3|6||75|162|250||||"82717965"|"142501050"
1|1|3||250|625|1000||||"82717965"|"142501051"
0|3|23||2|4|5||||"82717966"|"142501052"
3|9|23||5|40|75||||"82717966"|"142501053"
0|2|3||75|162|250||||"82717966"|"142501054"
0|6|22||2|4|5||||"82717967"|"142501055"
13|13|32||5|40|75||||"82717967"|"142501056"
3|5|6||75|162|250||||"82717967"|"142501057"
0|3|14||2|4|5||||"82717968"|"142501058"
0|6|11||5|40|75||||"82717968"|"142501059"
0|2|3||75|162|250||||"82717968"|"142501060"
0|1|1||250|625|1000||||"82717968"|"142501061"
0|3|26||2|4|5||||"82717969"|"142501062"
3|6|26||5|40|75||||"82717969"|"142501063"
0|2|3||75|162|250||||"82717969"|"142501064"
0|1|1||250|625|1000||||"82717969"|"142501065"
0|3|34||2|4|5||||"82717970"|"142501066"
3|6|34||5|40|75||||"82717970"|"142501067"
0|2|3||75|162|250||||"82717970"|"142501068"
0|1|1||250|625|1000||||"82717970"|"142501069"
0|3|8||2|4|5||||"82717972"|"142501070"
0|3|5||5|40|75||||"82717972"|"142501071"
3|6|11||75|162|250||||"82717972"|"142501072"
0|1|1||250|625|1000||||"82717972"|"142501073"
0|12|24||2|4|5||||"82717973"|"142501074"
4|17|29||5|40|75||||"82717973"|"142501075"
9|19|28||75|162|250||||"82717973"|"142501076"
0|2|3||250|625|1000||||"82717973"|"142501077"
0|3|14||2|4|5||||"82717975"|"142501078"
0|6|11||5|40|75||||"82717975"|"142501079"
3|3|6||75|162|250||||"82717975"|"142501080"
1|1|3||250|625|1000||||"82717975"|"142501081"
0|3|26||2|4|5||||"82717976"|"142501082"
3|6|26||5|40|75||||"82717976"|"142501083"
0|2|3||75|162|250||||"82717976"|"142501084"
0|1|1||250|625|1000||||"82717976"|"142501085"
0|2|17||2|4|5||||"82717977"|"142501086"
9|9|26||5|40|75||||"82717977"|"142501087"
0|2|9||75|162|250||||"82717977"|"142501088"
0|1|1||250|625|1000||||"82717977"|"142501089"
0|2|3||2|4|5||||"82717978"|"142501090"
0|2|3||2|4|5||||"82717979"|"142501091"
0|2|3||2|4|5||||"82717980"|"142501092"
0|3|13||2|4|5||||"82717981"|"142501093"
3|6|21||5|40|75||||"82717981"|"142501094"
3|3|6||75|162|250||||"82717981"|"142501095"
1|1|3||250|625|1000||||"82717981"|"142501096"
0|3|23||2|4|5||||"82717982"|"142501097"
3|9|23||5|40|75||||"82717982"|"142501098"
0|2|3||75|162|250||||"82717982"|"142501099"
0|6|22||2|4|5||||"82717983"|"142501100"
13|13|32||5|40|75||||"82717983"|"142501101"
3|5|6||75|162|250||||"82717983"|"142501102"
0|3|14||2|4|5||||"82717985"|"142501107"
0|6|11||5|40|75||||"82717985"|"142501108"
0|2|3||75|162|250||||"82717985"|"142501109"
0|1|1||250|625|1000||||"82717985"|"142501110"
0|3|26||2|4|5||||"82717986"|"142501111"
3|6|26||5|40|75||||"82717986"|"142501112"
0|2|3||75|162|250||||"82717986"|"142501113"
0|1|1||250|625|1000||||"82717986"|"142501114"
0|3|34||2|4|5||||"82717984"|"142501103"
3|6|34||5|40|75||||"82717984"|"142501104"
0|2|3||75|162|250||||"82717984"|"142501105"
0|1|1||250|625|1000||||"82717984"|"142501106"
0|3|8||2|4|5||||"82717988"|"142501115"
0|3|5||5|40|75||||"82717988"|"142501116"
3|6|11||75|162|250||||"82717988"|"142501117"
0|1|1||250|625|1000||||"82717988"|"142501118"
0|12|24||2|4|5||||"82717989"|"142501119"
4|17|29||5|40|75||||"82717989"|"142501120"
9|19|28||75|162|250||||"82717989"|"142501121"
0|2|3||250|625|1000||||"82717989"|"142501122"
0|3|14||2|4|5||||"82717991"|"142501123"
0|6|11||5|40|75||||"82717991"|"142501124"
3|3|6||75|162|250||||"82717991"|"142501125"
1|1|3||250|625|1000||||"82717991"|"142501126"
0|3|26||2|4|5||||"82717992"|"142501127"
3|6|26||5|40|75||||"82717992"|"142501128"
0|2|3||75|162|250||||"82717992"|"142501129"
0|1|1||250|625|1000||||"82717992"|"142501130"
0|2|17||2|4|5||||"82717993"|"142501131"
9|9|26||5|40|75||||"82717993"|"142501132"
0|2|9||75|162|250||||"82717993"|"142501133"
0|1|1||250|625|1000||||"82717993"|"142501134"
0|2|3||2|4|5||||"82717994"|"142501135"
0|2|3||2|4|5||||"82717995"|"142501136"
0|2|3||2|4|5||||"82717996"|"142501137"
0|3|13||2|4|5||||"82717997"|"142501138"
3|6|21||5|40|75||||"82717997"|"142501139"
3|3|6||75|162|250||||"82717997"|"142501140"
1|1|3||250|625|1000||||"82717997"|"142501141"
0|3|23||2|4|5||||"82717998"|"142501142"
3|9|23||5|40|75||||"82717998"|"142501143"
0|2|3||75|162|250||||"82717998"|"142501144"
0|6|22||2|4|5||||"82717999"|"142501145"
13|13|32||5|40|75||||"82717999"|"142501146"
3|5|6||75|162|250||||"82717999"|"142501147"
0|3|14||2|4|5||||"82718001"|"142501152"
0|6|11||5|40|75||||"82718001"|"142501153"
0|2|3||75|162|250||||"82718001"|"142501154"
0|1|1||250|625|1000||||"82718001"|"142501155"
