0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658703"|"6266757"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658704"|"6266758"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658706"|"6266759"
0.1|2.1|3|1|3|8|"Limestone fragments"|250|380|600|"Nonflat"|"Subrounded"||"27658763"|"6266772"
0|0|0.1|8|14|20|"Limestone fragments"|250|425|600|"Nonflat"|"Subrounded"|"Indurated"|"27658765"|"6266773"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658546"|"6266732"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658545"|"6266731"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658543"|"6266730"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658540"|"6266729"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658539"|"6266728"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658537"|"6266727"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658534"|"6266726"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658533"|"6266725"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658531"|"6266724"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658528"|"6266723"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658527"|"6266722"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658525"|"6266721"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658659"|"6266744"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658657"|"6266743"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658656"|"6266742"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658655"|"6266741"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658654"|"6266740"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658652"|"6266739"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658651"|"6266738"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658650"|"6266737"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658649"|"6266736"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658647"|"6266735"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658646"|"6266734"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"27658645"|"6266733"
