0|0|0|46|69|91||"288998131"|"184893346"
51|84|117|183|183|183||"288998131"|"184893348"
46|69|91|51|84|117|"Wet"|"288998131"|"184893347"
0|0|0|46|69|91||"288998132"|"184893343"
51|84|117|183|183|183||"288998132"|"184893345"
46|69|91|51|84|117|"Wet"|"288998132"|"184893344"
0|0|0|46|69|91||"288998133"|"184893340"
51|84|117|183|183|183||"288998133"|"184893342"
46|69|91|51|84|117|"Wet"|"288998133"|"184893341"
0|0|0|46|69|91||"288998134"|"184893337"
51|84|117|183|183|183||"288998134"|"184893339"
46|69|91|51|84|117|"Wet"|"288998134"|"184893338"
0|0|0|46|69|91||"288998130"|"184893349"
51|84|117|183|183|183||"288998130"|"184893351"
46|69|91|51|84|117|"Wet"|"288998130"|"184893350"
0|0|0|46|69|91||"288998140"|"184893334"
51|84|117|183|183|183||"288998140"|"184893336"
46|69|91|51|84|117|"Wet"|"288998140"|"184893335"
0|0|0|46|69|91||"288998141"|"184893331"
51|84|117|183|183|183||"288998141"|"184893333"
46|69|91|51|84|117|"Wet"|"288998141"|"184893332"
0|0|0|15|30|46||"288998148"|"184893319"
46|72|98|183|183|183||"288998148"|"184893321"
15|30|46|46|72|98|"Wet"|"288998148"|"184893320"
0|0|0|15|30|46||"288998149"|"184893316"
46|72|98|183|183|183||"288998149"|"184893318"
15|30|46|46|72|98|"Wet"|"288998149"|"184893317"
0|0|0|15|30|46||"288998150"|"184893313"
46|72|98|183|183|183||"288998150"|"184893315"
15|30|46|46|72|98|"Wet"|"288998150"|"184893314"
0|0|0|15|30|46||"288998151"|"184893310"
46|72|98|183|183|183||"288998151"|"184893312"
15|30|46|46|72|98|"Wet"|"288998151"|"184893311"
0|0|0|15|30|46||"288998147"|"184893322"
46|72|98|183|183|183||"288998147"|"184893324"
15|30|46|46|72|98|"Wet"|"288998147"|"184893323"
0|0|0|15|30|46||"288998145"|"184893328"
46|72|98|183|183|183||"288998145"|"184893330"
15|30|46|46|72|98|"Wet"|"288998145"|"184893329"
0|0|0|15|30|46||"288998146"|"184893325"
46|72|98|183|183|183||"288998146"|"184893327"
15|30|46|46|72|98|"Wet"|"288998146"|"184893326"
0|0|15|183|183|183|"Wet"|"288998188"|"184893299"
0|0|15|183|183|183|"Wet"|"288998179"|"184893308"
0|0|15|183|183|183|"Wet"|"288998189"|"184893298"
0|0|15|183|183|183|"Wet"|"288998183"|"184893304"
0|0|15|183|183|183|"Wet"|"288998180"|"184893307"
0|0|15|183|183|183|"Wet"|"288998187"|"184893300"
0|0|15|183|183|183|"Wet"|"288998182"|"184893305"
0|0|15|183|183|183|"Wet"|"288998186"|"184893301"
0|0|15|183|183|183|"Wet"|"288998178"|"184893309"
0|0|15|183|183|183|"Wet"|"288998184"|"184893303"
0|0|15|183|183|183|"Wet"|"288998185"|"184893302"
0|0|15|183|183|183|"Wet"|"288998181"|"184893306"
0|0|0|46|69|91||"288998191"|"184893292"
51|84|117|183|183|183||"288998191"|"184893294"
46|69|91|51|84|117|"Wet"|"288998191"|"184893293"
0|0|0|46|69|91||"288998192"|"184893289"
51|84|117|183|183|183||"288998192"|"184893291"
46|69|91|51|84|117|"Wet"|"288998192"|"184893290"
0|0|0|46|69|91||"288998193"|"184893286"
51|84|117|183|183|183||"288998193"|"184893288"
46|69|91|51|84|117|"Wet"|"288998193"|"184893287"
0|0|0|46|69|91||"288998194"|"184893283"
51|84|117|183|183|183||"288998194"|"184893285"
46|69|91|51|84|117|"Wet"|"288998194"|"184893284"
0|0|0|46|69|91||"288998190"|"184893295"
