"A-4"|Yes|"82713454"|"135192029"
"A-4"|Yes|"82713455"|"135192030"
"A-2-4"|No |"82713453"|"135192027"
"A-4"|Yes|"82713453"|"135192028"
"A-2-4"|No |"82713471"|"135192064"
"A-4"|Yes|"82713471"|"135192065"
"A-2-4"|No |"82713470"|"135192062"
"A-4"|Yes|"82713470"|"135192063"
"A-4"|Yes|"82713472"|"135192066"
"A-7-5"|No |"82713475"|"135192077"
"A-4"|Yes|"82713475"|"135192076"
"A-2-4"|No |"82713473"|"135192068"
"A-1-b"|No |"82713473"|"135192067"
"A-4"|Yes|"82713473"|"135192069"
"A-6"|No |"82713473"|"135192070"
"A-1-a"|No |"82713474"|"135192075"
"A-2-4"|No |"82713474"|"135192072"
"A-1-b"|No |"82713474"|"135192071"
"A-4"|Yes|"82713474"|"135192073"
"A-6"|No |"82713474"|"135192074"
"A-2-4"|No |"82713479"|"135192088"
"A-4"|Yes|"82713479"|"135192089"
"A-1-b"|No |"82713476"|"135192078"
"A-2-4"|No |"82713476"|"135192079"
"A-4"|Yes|"82713476"|"135192080"
"A-1-b"|No |"82713477"|"135192081"
"A-2-4"|No |"82713477"|"135192082"
"A-4"|Yes|"82713477"|"135192083"
"A-1-a"|No |"82713478"|"135192087"
"A-1-b"|No |"82713478"|"135192084"
"A-2-4"|No |"82713478"|"135192085"
"A-4"|Yes|"82713478"|"135192086"
"A-2-4"|No |"82713480"|"135192090"
"A-4"|Yes|"82713480"|"135192091"
"A-2-4"|No |"82713616"|"135192345"
"A-4"|Yes|"82713616"|"135192346"
"A-2-4"|Yes|"82713617"|"135192347"
"A-4"|Yes|"82713618"|"135192348"
"A-4"|Yes|"82713619"|"135192349"
"A-4"|Yes|"82713620"|"135192350"
"A-4"|Yes|"82713621"|"135192351"
"A-2-4"|No |"82713624"|"135192358"
"A-1-b"|No |"82713624"|"135192357"
"A-3"|Yes|"82713624"|"135192359"
"A-2-4"|Yes|"82713622"|"135192352"
"A-4"|No |"82713622"|"135192353"
"A-2-4"|Yes|"82713623"|"135192355"
"A-1-b"|No |"82713623"|"135192354"
"A-3"|No |"82713623"|"135192356"
"A-1-a"|No |"82713626"|"135192364"
"A-1-b"|Yes|"82713626"|"135192365"
"A-2-4"|No |"82713626"|"135192366"
"A-1-a"|No |"82713628"|"135192370"
"A-1-b"|No |"82713628"|"135192371"
"A-3"|No |"82713628"|"135192373"
"A-2-4"|Yes|"82713628"|"135192372"
"A-1-b"|No |"82713627"|"135192367"
"A-2-4"|No |"82713627"|"135192368"
"A-4"|Yes|"82713627"|"135192369"
"A-1-a"|No |"82713625"|"135192362"
"A-1-b"|No |"82713625"|"135192363"
"A-3"|No |"82713625"|"135192361"
"A-2-4"|Yes|"82713625"|"135192360"
"A-2-4"|Yes|"82713629"|"135192374"
"A-4"|No |"82713629"|"135192375"
"A-2-4"|Yes|"82713630"|"135192377"
"A-1-b"|No |"82713630"|"135192376"
"A-2-4"|No |"82713631"|"135192378"
"A-4"|Yes|"82713631"|"135192379"
"A-2-4"|No |"82713632"|"135192380"
"A-4"|Yes|"82713632"|"135192381"
"A-2-4"|Yes|"82713633"|"135192382"
"A-4"|Yes|"82713634"|"135192383"
"A-4"|Yes|"82713635"|"135192384"
"A-4"|Yes|"82713636"|"135192385"
"A-4"|Yes|"82713637"|"135192386"
"A-2-4"|Yes|"82713638"|"135192387"
"A-4"|No |"82713638"|"135192388"
"A-1-b"|No |"82713639"|"135192389"
"A-3"|No |"82713639"|"135192391"
"A-2-4"|Yes|"82713639"|"135192390"
"A-2-4"|No |"82713644"|"135192408"
"A-1-a"|No |"82713644"|"135192406"
"A-1-b"|Yes|"82713644"|"135192407"
"A-2-4"|Yes|"82713642"|"135192400"
"A-1-a"|No |"82713642"|"135192398"
"A-1-b"|No |"82713642"|"135192399"
"A-3"|No |"82713642"|"135192401"
"A-2-4"|No |"82713641"|"135192396"
"A-1-b"|No |"82713641"|"135192395"
"A-4"|Yes|"82713641"|"135192397"
"A-2-4"|Yes|"82713643"|"135192404"
"A-1-a"|No |"82713643"|"135192402"
"A-1-b"|No |"82713643"|"135192403"
"A-3"|No |"82713643"|"135192405"
"A-2-4"|Yes|"82713645"|"135192409"
"A-4"|No |"82713645"|"135192410"
"A-1-b"|No |"82713646"|"135192411"
"A-2-4"|Yes|"82713646"|"135192412"
"A-2-4"|No |"82713647"|"135192413"
"A-4"|Yes|"82713647"|"135192414"
"A-2-4"|No |"82713648"|"135192415"
"A-4"|Yes|"82713648"|"135192416"
"A-2-4"|Yes|"82713649"|"135192417"
"A-4"|Yes|"82713650"|"135192418"
"A-1-b"|No |"82713651"|"135192420"
"A-3"|No |"82713651"|"135192421"
"A-2-4"|Yes|"82713651"|"135192419"
"A-4"|No |"82713651"|"135192422"
"A-1-b"|No |"82713652"|"135192424"
"A-3"|No |"82713652"|"135192425"
"A-2-4"|Yes|"82713652"|"135192423"
"A-4"|No |"82713652"|"135192426"
"A-1-b"|No |"82713653"|"135192427"
"A-2-4"|Yes|"82713653"|"135192428"
"A-4"|Yes|"82713654"|"135192429"
"A-4"|Yes|"82713655"|"135192430"
"A-4"|Yes|"82713656"|"135192431"
"A-1-b"|No |"82713659"|"135192437"
"A-2-4"|No |"82713659"|"135192438"
"A-3"|Yes|"82713659"|"135192439"
"A-2-4"|Yes|"82713657"|"135192432"
"A-4"|No |"82713657"|"135192433"
"A-1-b"|No |"82713658"|"135192434"
"A-2-4"|Yes|"82713658"|"135192435"
"A-3"|No |"82713658"|"135192436"
"A-1-a"|No |"82713663"|"135192451"
"A-2-4"|No |"82713663"|"135192453"
"A-1-b"|Yes|"82713663"|"135192452"
"A-1-a"|No |"82713661"|"135192443"
"A-2-4"|Yes|"82713661"|"135192445"
"A-1-b"|No |"82713661"|"135192444"
"A-3"|No |"82713661"|"135192446"
"A-2-4"|No |"82713660"|"135192441"
"A-1-b"|No |"82713660"|"135192440"
"A-4"|Yes|"82713660"|"135192442"
"A-1-a"|No |"82713662"|"135192447"
"A-2-4"|Yes|"82713662"|"135192449"
"A-1-b"|No |"82713662"|"135192448"
"A-3"|No |"82713662"|"135192450"
"A-2-4"|Yes|"82713664"|"135192454"
"A-4"|No |"82713664"|"135192455"
"A-1-b"|No |"82713665"|"135192456"
"A-2-4"|Yes|"82713665"|"135192457"
"A-2-4"|No |"82713666"|"135192458"
"A-4"|Yes|"82713666"|"135192459"
"A-1-b"|Yes|"82713669"|"135192464"
"A-2-4"|Yes|"82713667"|"135192461"
"A-1-b"|No |"82713667"|"135192460"
"A-2-4"|Yes|"82713668"|"135192463"
"A-1-b"|No |"82713668"|"135192462"
"A-4"|Yes|"82713702"|"135192535"
"A-1-b"|No |"82713640"|"135192392"
"A-3"|Yes|"82713640"|"135192394"
"A-2-4"|No |"82713640"|"135192393"
"A-4"|Yes|"82713482"|"135192093"
"A-4"|Yes|"82713481"|"135192092"
"A-4"|Yes|"82713483"|"135192094"
"A-4"|Yes|"82713452"|"135192026"
"A-1-a"|No |"82713450"|"135192024"
"A-1-b"|No |"82713450"|"135192021"
"A-2-4"|No |"82713450"|"135192022"
"A-4"|Yes|"82713450"|"135192023"
"A-1-b"|No |"82713449"|"135192018"
"A-2-4"|No |"82713449"|"135192019"
"A-4"|Yes|"82713449"|"135192020"
"A-1-b"|No |"82713448"|"135192015"
"A-2-4"|No |"82713448"|"135192016"
"A-4"|Yes|"82713448"|"135192017"
"A-4"|Yes|"82713451"|"135192025"
"A-1-a"|No |"82713446"|"135192012"
"A-2-4"|No |"82713446"|"135192009"
"A-1-b"|No |"82713446"|"135192008"
"A-4"|Yes|"82713446"|"135192010"
"A-6"|No |"82713446"|"135192011"
"A-2-4"|No |"82713445"|"135192005"
"A-1-b"|No |"82713445"|"135192004"
"A-4"|Yes|"82713445"|"135192006"
"A-6"|No |"82713445"|"135192007"
"A-7-5"|No |"82713447"|"135192014"
"A-4"|Yes|"82713447"|"135192013"
"A-2-4"|No |"82713444"|"135192002"
"A-4"|Yes|"82713444"|"135192003"
"A-4"|Yes|"82713443"|"135192001"
"A-4"|Yes|"82713442"|"135192000"
"A-1"|No |"82713439"|"135191993"
"A-2-4"|Yes|"82713439"|"135191994"
"A-4"|No |"82713439"|"135191995"
"A-2-4"|Yes|"82713438"|"135191991"
"A-4"|No |"82713438"|"135191992"
"A-2-4"|Yes|"82713437"|"135191989"
"A-4"|No |"82713437"|"135191990"
"A-2-4"|No |"82713434"|"135191983"
"A-4"|Yes|"82713434"|"135191985"
"A-6"|No |"82713434"|"135191984"
"A-7-5"|No |"82713435"|"135191988"
"A-2-4"|Yes|"82713435"|"135191986"
"A-4"|No |"82713435"|"135191987"
"A-7-5"|No |"82713433"|"135191982"
"A-4"|Yes|"82713433"|"135191980"
"A-6"|No |"82713433"|"135191981"
"A-2-4"|No |"82713430"|"135191973"
"A-7"|No |"82713430"|"135191975"
"A-6"|Yes|"82713430"|"135191974"
"A-2-4"|No |"82713431"|"135191977"
