0|0|0|30|43|61||"288984691"|"184869073"
30|43|61|183|183|183|"Wet"|"288984691"|"184869074"
0|0|0|200|200|200|"Moist"|"288987257"|"184871127"
15|23|46|183|183|183|"Wet"|"288987083"|"184871021"
0|0|0|15|23|46||"288987083"|"184871020"
15|23|46|183|183|183|"Wet"|"288987224"|"184871104"
0|0|0|15|23|46||"288987224"|"184871105"
0|0|0|46|69|91||"288984666"|"184869053"
46|69|91|183|183|183|"Wet"|"288984666"|"184869054"
0|0|0|46|54|61||"288984817"|"184869167"
46|54|61|183|183|183|"Wet"|"288984817"|"184869168"
0|0|0|46|54|61||"288984813"|"184869165"
46|54|61|183|183|183|"Wet"|"288984813"|"184869166"
0|0|0|46|56|107||"288984655"|"184869043"
46|56|107|183|183|183|"Wet"|"288984655"|"184869044"
0|0|0|61|91|122||"288984644"|"184869035"
61|91|122|183|183|183|"Wet"|"288984644"|"184869036"
0|0|0|200|200|200|"Moist"|"288987246"|"184871116"
0|0|0|200|200|200|"Moist"|"288987183"|"184871081"
0|0|0|15|30|46||"288987367"|"184871247"
20|36|51|183|183|183||"288987367"|"184871249"
15|30|46|20|36|51|"Wet"|"288987367"|"184871248"
0|0|0|183|183|183|"Wet"|"288985726"|"184869884"
0|0|0|46|56|107||"288984665"|"184869051"
46|56|107|183|183|183|"Wet"|"288984665"|"184869052"
0|0|0|61|91|122||"288984706"|"184869089"
61|91|122|183|183|183|"Wet"|"288984706"|"184869090"
0|0|0|30|61|91||"288987386"|"184871272"
30|61|91|183|183|183|"Wet"|"288987386"|"184871273"
51|74|96|183|183|183||"288984033"|"184868796"
0|0|0|46|69|91||"288984033"|"184868797"
46|69|91|51|74|96|"Wet"|"288984033"|"184868798"
0|0|0|46|56|107||"288982528"|"184868026"
46|56|107|183|183|183|"Wet"|"288982528"|"184868027"
46|46|76|51|53|91|"Wet"|"288987198"|"184871085"
0|0|0|46|46|76||"288987198"|"184871084"
51|53|91|183|183|183||"288987198"|"184871086"
0|0|0|30|61|91||"288987349"|"184871228"
30|61|91|183|183|183|"Wet"|"288987349"|"184871229"
0|0|0|30|61|91||"288987378"|"184871262"
30|61|91|183|183|183|"Wet"|"288987378"|"184871263"
0|0|0|0|15|30||"288982455"|"184867948"
0|15|30|183|183|183|"Wet"|"288982455"|"184867949"
0|0|0|200|200|200|"Moist"|"288986948"|"184870942"
0|0|0|46|69|91||"288984798"|"184869153"
46|69|91|183|183|183|"Wet"|"288984798"|"184869154"
0|0|0|0|23|46||"288984988"|"184869271"
0|23|46|183|183|183|"Wet"|"288984988"|"184869272"
0|0|0|46|56|107||"288984717"|"184869097"
46|56|107|183|183|183|"Wet"|"288984717"|"184869098"
0|0|0|0|23|46||"288983542"|"184868683"
0|23|46|183|183|183|"Wet"|"288983542"|"184868684"
0|0|0|0|30|61||"288983529"|"184868669"
0|30|61|183|183|183|"Wet"|"288983529"|"184868670"
0|0|0|30|61|91||"288987382"|"184871268"
30|61|91|183|183|183|"Wet"|"288987382"|"184871269"
0|0|0|46|56|107||"288982529"|"184868028"
46|56|107|183|183|183|"Wet"|"288982529"|"184868029"
46|46|76|51|53|91|"Wet"|"288986990"|"184870965"
0|0|0|46|46|76||"288986990"|"184870964"
51|53|91|183|183|183||"288986990"|"184870966"
0|0|0|30|43|61||"288984754"|"184869129"
30|43|61|183|183|183|"Wet"|"288984754"|"184869130"
0|0|0|30|38|46||"288985700"|"184869848"
30|38|46|183|183|183|"Wet"|"288985700"|"184869849"
0|0|0|46|56|107||"288982518"|"184868018"
46|56|107|183|183|183|"Wet"|"288982518"|"184868019"
0|0|0|46|69|91||"288984999"|"184869285"
46|69|91|183|183|183|"Wet"|"288984999"|"184869286"
0|0|0|30|43|61||"288984832"|"184869181"
30|43|61|183|183|183|"Wet"|"288984832"|"184869182"
0|0|0|15|30|46||"288987334"|"184871214"
20|36|51|183|183|183||"288987334"|"184871216"
15|30|46|20|36|51|"Wet"|"288987334"|"184871215"
15|23|30|183|183|183|"Wet"|"288987272"|"184871131"
0|0|0|15|23|30||"288987272"|"184871130"
0|0|0|0|23|46||"288984987"|"184869269"
0|23|46|183|183|183|"Wet"|"288984987"|"184869270"
0|0|0|46|54|61||"288984681"|"184869065"
46|54|61|183|183|183|"Wet"|"288984681"|"184869066"
0|0|0|200|200|200|"Moist"|"288987256"|"184871126"
15|23|46|183|183|183|"Wet"|"288987161"|"184871071"
0|0|0|15|23|46||"288987161"|"184871070"
0|0|0|0|23|46||"288983540"|"184868679"
0|23|46|183|183|183|"Wet"|"288983540"|"184868680"
51|74|96|183|183|183||"288985711"|"184869863"
0|0|0|46|69|91||"288985711"|"184869864"
46|69|91|51|74|96|"Wet"|"288985711"|"184869865"
0|0|0|0|23|46||"288983571"|"184868717"
0|23|46|183|183|183|"Wet"|"288983571"|"184868718"
0|0|0|200|200|200|"Moist"|"288987105"|"184871031"
0|0|0|30|43|61||"288984692"|"184869075"
30|43|61|183|183|183|"Wet"|"288984692"|"184869076"
0|0|0|30|61|91||"288987393"|"184871278"
30|61|91|183|183|183|"Wet"|"288987393"|"184871279"
0|0|0|30|43|61||"288984824"|"184869175"
30|43|61|183|183|183|"Wet"|"288984824"|"184869176"
0|0|0|0|15|30||"288983553"|"184868695"
0|15|30|183|183|183|"Wet"|"288983553"|"184868696"
0|0|0|0|30|61||"288982509"|"184868010"
0|30|61|183|183|183|"Wet"|"288982509"|"184868011"
0|0|0|30|61|91||"288987345"|"184871224"
30|61|91|183|183|183|"Wet"|"288987345"|"184871225"
0|0|0|61|91|122||"288984765"|"184869137"
61|91|122|183|183|183|"Wet"|"288984765"|"184869138"
0|0|0|30|61|91||"288987356"|"184871234"
30|61|91|183|183|183|"Wet"|"288987356"|"184871235"
15|23|46|183|183|183|"Wet"|"288987087"|"184871025"
0|0|0|15|23|46||"288987087"|"184871024"
0|0|0|46|69|91||"288985950"|"184870130"
51|74|96|183|183|183||"288985950"|"184870132"
46|69|91|51|74|96|"Wet"|"288985950"|"184870131"
0|0|0|200|200|200|"Moist"|"288987179"|"184871077"
0|0|15|183|183|183|"Wet"|"288985041"|"184869336"
0|0|0|46|69|91||"288984673"|"184869061"
46|69|91|183|183|183|"Wet"|"288984673"|"184869062"
46|46|76|51|53|91|"Wet"|"288986918"|"184870921"
0|0|0|46|46|76||"288986918"|"184870920"
51|53|91|183|183|183||"288986918"|"184870922"
0|0|0|0|30|61||"288983530"|"184868671"
0|30|61|183|183|183|"Wet"|"288983530"|"184868672"
0|0|0|46|56|107||"288982520"|"184868022"
46|56|107|183|183|183|"Wet"|"288982520"|"184868023"
0|0|0|0|23|46||"288984989"|"184869273"
0|23|46|183|183|183|"Wet"|"288984989"|"184869274"
0|0|0|200|200|200|"Moist"|"288987033"|"184870987"
0|0|15|183|183|183|"Wet"|"288983302"|"184868559"
0|0|15|183|183|183|"Wet"|"288983300"|"184868557"
0|0|15|183|183|183|"Wet"|"288985039"|"184869334"
0|0|0|200|200|200|"Moist"|"288987034"|"184870988"
0|0|0|15|23|30||"288985052"|"184869347"
15|23|30|183|183|183|"Wet"|"288985052"|"184869348"
0|0|0|30|43|61||"288982485"|"184867982"
30|43|61|183|183|183|"Wet"|"288982485"|"184867983"
0|0|0|30|43|61||"288982531"|"184868032"
30|43|61|183|183|183|"Wet"|"288982531"|"184868033"
0|0|0|46|69|91||"288984729"|"184869107"
46|69|91|183|183|183|"Wet"|"288984729"|"184869108"
0|0|0|30|38|46||"288984145"|"184868886"
30|38|46|183|183|183|"Wet"|"288984145"|"184868887"
0|0|0|200|200|200|"Moist"|"288987113"|"184871039"
0|0|0|200|200|200|"Moist"|"288987253"|"184871123"
