0|0|0|0|15|30||"288982498"|"184867996"
0|15|30|183|183|183|"Wet"|"288982498"|"184867997"
0|0|0|30|61|91||"288987308"|"184871176"
30|61|91|183|183|183|"Wet"|"288987308"|"184871177"
15|23|46|183|183|183|"Wet"|"288987150"|"184871059"
0|0|0|15|23|46||"288987150"|"184871058"
0|0|0|0|30|61||"288982507"|"184868006"
0|30|61|183|183|183|"Wet"|"288982507"|"184868007"
51|74|96|183|183|183||"288984041"|"184868805"
0|0|0|46|69|91||"288984041"|"184868806"
46|69|91|51|74|96|"Wet"|"288984041"|"184868807"
0|0|0|46|69|91||"288984802"|"184869159"
46|69|91|183|183|183|"Wet"|"288984802"|"184869160"
0|0|0|15|23|30||"288983289"|"184868543"
15|23|30|183|183|183|"Wet"|"288983289"|"184868544"
46|46|76|51|53|91|"Wet"|"288987054"|"184870997"
0|0|0|46|46|76||"288987054"|"184870996"
51|53|91|183|183|183||"288987054"|"184870998"
0|0|0|15|30|46||"288987330"|"184871202"
20|36|51|183|183|183||"288987330"|"184871204"
15|30|46|20|36|51|"Wet"|"288987330"|"184871203"
0|0|15|183|183|183|"Wet"|"288983309"|"184868566"
0|0|0|0|23|46||"288984980"|"184869257"
0|23|46|183|183|183|"Wet"|"288984980"|"184869258"
0|0|0|46|56|107||"288984724"|"184869099"
46|56|107|183|183|183|"Wet"|"288984724"|"184869100"
0|0|0|30|43|61||"288982540"|"184868040"
30|43|61|183|183|183|"Wet"|"288982540"|"184868041"
0|0|0|0|23|46||"288983562"|"184868705"
0|23|46|183|183|183|"Wet"|"288983562"|"184868706"
0|0|0|30|43|61||"288984761"|"184869133"
30|43|61|183|183|183|"Wet"|"288984761"|"184869134"
0|0|0|200|200|200|"Moist"|"288986949"|"184870943"
0|0|0|15|23|30||"288985050"|"184869345"
15|23|30|183|183|183|"Wet"|"288985050"|"184869346"
0|0|0|46|69|91||"288984728"|"184869105"
46|69|91|183|183|183|"Wet"|"288984728"|"184869106"
0|0|0|200|200|200|"Moist"|"288987249"|"184871119"
15|23|46|183|183|183|"Wet"|"288987157"|"184871067"
0|0|0|15|23|46||"288987157"|"184871066"
0|0|0|0|15|30||"288982454"|"184867946"
0|15|30|183|183|183|"Wet"|"288982454"|"184867947"
15|23|46|183|183|183|"Wet"|"288986939"|"184870933"
0|0|0|15|23|46||"288986939"|"184870932"
0|0|0|0|23|46||"288983541"|"184868681"
0|23|46|183|183|183|"Wet"|"288983541"|"184868682"
30|61|91|183|183|183|"Wet"|"288987304"|"184871173"
0|0|0|30|61|91||"288987304"|"184871172"
15|23|46|183|183|183|"Wet"|"288986938"|"184870930"
0|0|0|15|23|46||"288986938"|"184870931"
0|0|0|0|15|30||"288982496"|"184867992"
0|15|30|183|183|183|"Wet"|"288982496"|"184867993"
0|0|0|30|43|61||"288984750"|"184869121"
30|43|61|183|183|183|"Wet"|"288984750"|"184869122"
0|0|0|15|30|46||"288987286"|"184871150"
20|36|51|183|183|183||"288987286"|"184871152"
15|30|46|20|36|51|"Wet"|"288987286"|"184871151"
15|23|46|183|183|183|"Wet"|"288987231"|"184871113"
0|0|0|15|23|46||"288987231"|"184871112"
0|0|0|46|56|107||"288984787"|"184869143"
46|56|107|183|183|183|"Wet"|"288984787"|"184869144"
0|0|0|0|23|46||"288984969"|"184869245"
0|23|46|183|183|183|"Wet"|"288984969"|"184869246"
0|0|0|0|15|30||"288982446"|"184867936"
0|15|30|183|183|183|"Wet"|"288982446"|"184867937"
46|46|76|51|53|91|"Wet"|"288987135"|"184871056"
0|0|0|46|46|76||"288987135"|"184871055"
51|53|91|183|183|183||"288987135"|"184871057"
0|0|0|200|200|200|"Moist"|"288986950"|"184870944"
0|0|0|46|56|107||"288984714"|"184869091"
46|56|107|183|183|183|"Wet"|"288984714"|"184869092"
0|0|0|183|183|183|"Wet"|"288985730"|"184869887"
0|0|0|200|200|200|"Moist"|"288987109"|"184871035"
0|0|0|30|61|91||"288987397"|"184871282"
30|61|91|183|183|183|"Wet"|"288987397"|"184871283"
0|0|15|183|183|183|"Wet"|"288983298"|"184868555"
0|0|0|15|30|46||"288987341"|"184871217"
20|36|51|183|183|183||"288987341"|"184871219"
15|30|46|20|36|51|"Wet"|"288987341"|"184871218"
51|74|96|183|183|183||"288984034"|"184868799"
0|0|0|46|69|91||"288984034"|"184868800"
46|69|91|51|74|96|"Wet"|"288984034"|"184868801"
0|0|0|15|23|30||"288987328"|"184871200"
15|23|30|183|183|183|"Wet"|"288987328"|"184871201"
0|0|0|46|69|91||"288984668"|"184869055"
46|69|91|183|183|183|"Wet"|"288984668"|"184869056"
0|0|0|0|30|61||"288982468"|"184867960"
0|30|61|183|183|183|"Wet"|"288982468"|"184867961"
0|0|0|30|43|61||"288984751"|"184869123"
30|43|61|183|183|183|"Wet"|"288984751"|"184869124"
15|23|46|183|183|183|"Wet"|"288987233"|"184871115"
0|0|0|15|23|46||"288987233"|"184871114"
15|23|46|183|183|183|"Wet"|"288987017"|"184870983"
0|0|0|15|23|46||"288987017"|"184870982"
0|0|0|0|15|30||"288982501"|"184867998"
0|15|30|183|183|183|"Wet"|"288982501"|"184867999"
0|0|0|0|23|46||"288984970"|"184869247"
0|23|46|183|183|183|"Wet"|"288984970"|"184869248"
0|0|0|30|43|61||"288984825"|"184869177"
30|43|61|183|183|183|"Wet"|"288984825"|"184869178"
15|23|46|183|183|183|"Wet"|"288987013"|"184870979"
0|0|0|15|23|46||"288987013"|"184870978"
0|0|0|0|23|46||"288985070"|"184869371"
0|23|46|183|183|183|"Wet"|"288985070"|"184869372"
46|46|76|51|53|91|"Wet"|"288986914"|"184870914"
51|53|91|183|183|183||"288986914"|"184870915"
0|0|0|46|46|76||"288986914"|"184870916"
20|36|51|183|183|183||"288987368"|"184871250"
0|0|0|15|30|46||"288987368"|"184871251"
15|30|46|20|36|51|"Wet"|"288987368"|"184871252"
0|0|0|200|200|200|"Moist"|"288987039"|"184870993"
0|0|15|183|183|183|"Wet"|"288985044"|"184869339"
46|46|76|51|53|91|"Wet"|"288987200"|"184871087"
51|53|91|183|183|183||"288987200"|"184871088"
0|0|0|46|46|76||"288987200"|"184871089"
46|46|76|51|53|91|"Wet"|"288986991"|"184870968"
0|0|0|46|46|76||"288986991"|"184870967"
51|53|91|183|183|183||"288986991"|"184870969"
0|0|0|30|43|61||"288982541"|"184868042"
30|43|61|183|183|183|"Wet"|"288982541"|"184868043"
0|0|0|46|54|61||"288984678"|"184869063"
46|54|61|183|183|183|"Wet"|"288984678"|"184869064"
30|61|91|183|183|183|"Wet"|"288987295"|"184871165"
0|0|0|30|61|91||"288987295"|"184871164"
0|0|0|15|23|30||"288983296"|"184868553"
15|23|30|183|183|183|"Wet"|"288983296"|"184868554"
0|0|0|61|91|122||"288984764"|"184869135"
61|91|122|183|183|183|"Wet"|"288984764"|"184869136"
0|0|0|46|69|91||"288984669"|"184869057"
46|69|91|183|183|183|"Wet"|"288984669"|"184869058"
0|0|0|30|38|46||"288985701"|"184869850"
30|38|46|183|183|183|"Wet"|"288985701"|"184869851"
0|0|0|15|23|30||"288987326"|"184871196"
15|23|30|183|183|183|"Wet"|"288987326"|"184871197"
0|0|0|200|200|200|"Moist"|"288987107"|"184871033"
0|0|0|0|23|46||"288985069"|"184869369"
0|23|46|183|183|183|"Wet"|"288985069"|"184869370"
51|74|96|183|183|183||"288985714"|"184869872"
0|0|0|46|69|91||"288985714"|"184869873"
46|69|91|51|74|96|"Wet"|"288985714"|"184869874"
0|0|0|30|43|61||"288984753"|"184869127"
30|43|61|183|183|183|"Wet"|"288984753"|"184869128"
15|23|46|183|183|183|"Wet"|"288986943"|"184870937"
0|0|0|15|23|46||"288986943"|"184870936"
0|0|0|30|43|61||"288984690"|"184869071"
30|43|61|183|183|183|"Wet"|"288984690"|"184869072"
0|0|15|183|183|183|"Wet"|"288983307"|"184868564"
15|23|46|183|183|183|"Wet"|"288987159"|"184871069"
0|0|0|15|23|46||"288987159"|"184871068"
0|0|0|46|56|107||"288984657"|"184869047"
46|56|107|183|183|183|"Wet"|"288984657"|"184869048"
0|0|0|15|23|30||"288985058"|"184869355"
15|23|30|183|183|183|"Wet"|"288985058"|"184869356"
30|61|91|183|183|183|"Wet"|"288987296"|"184871167"
0|0|0|30|61|91||"288987296"|"184871166"
0|0|0|30|61|91||"288987357"|"184871236"
30|61|91|183|183|183|"Wet"|"288987357"|"184871237"
0|0|0|30|38|46||"288984045"|"184868812"
30|38|46|183|183|183|"Wet"|"288984045"|"184868813"
0|0|0|200|200|200|"Moist"|"288987180"|"184871078"
51|74|96|183|183|183||"288984032"|"184868793"
0|0|0|46|69|91||"288984032"|"184868794"
46|69|91|51|74|96|"Wet"|"288984032"|"184868795"
0|0|0|30|43|61||"288984700"|"184869081"
30|43|61|183|183|183|"Wet"|"288984700"|"184869082"
0|0|0|200|200|200|"Moist"|"288987106"|"184871032"
0|0|0|15|23|30||"288985059"|"184869357"
15|23|30|183|183|183|"Wet"|"288985059"|"184869358"
0|0|0|0|23|46||"288984974"|"184869251"
0|23|46|183|183|183|"Wet"|"288984974"|"184869252"
0|0|0|30|61|91||"288987346"|"184871226"
30|61|91|183|183|183|"Wet"|"288987346"|"184871227"
0|0|0|0|30|61||"288982516"|"184868014"
0|30|61|183|183|183|"Wet"|"288982516"|"184868015"
15|23|46|183|183|183|"Wet"|"288987222"|"184871103"
0|0|0|15|23|46||"288987222"|"184871102"
0|0|0|30|61|91||"288987381"|"184871266"
30|61|91|183|183|183|"Wet"|"288987381"|"184871267"
0|0|0|0|15|30||"288983550"|"184868691"
0|15|30|183|183|183|"Wet"|"288983550"|"184868692"
51|74|96|183|183|183||"288985721"|"184869878"
0|0|0|46|69|91||"288985721"|"184869879"
46|69|91|51|74|96|"Wet"|"288985721"|"184869880"
0|0|0|15|30|46||"288987370"|"184871256"
20|36|51|183|183|183||"288987370"|"184871258"
15|30|46|20|36|51|"Wet"|"288987370"|"184871257"
0|0|0|0|15|30||"288982453"|"184867944"
0|15|30|183|183|183|"Wet"|"288982453"|"184867945"
0|0|15|183|183|183|"Wet"|"288985048"|"184869343"
46|46|76|51|53|91|"Wet"|"288987128"|"184871043"
51|53|91|183|183|183||"288987128"|"184871044"
0|0|0|46|46|76||"288987128"|"184871045"
0|0|0|15|30|46||"288987285"|"184871147"
20|36|51|183|183|183||"288987285"|"184871149"
15|30|46|20|36|51|"Wet"|"288987285"|"184871148"
0|0|15|183|183|183|"Wet"|"288985043"|"184869338"
0|0|0|0|23|46||"288984985"|"184869267"
0|23|46|183|183|183|"Wet"|"288984985"|"184869268"
51|74|96|183|183|183||"288985961"|"184870148"
0|0|0|46|69|91||"288985961"|"184870149"
46|69|91|51|74|96|"Wet"|"288985961"|"184870150"
15|23|46|183|183|183|"Wet"|"288987006"|"184870971"
0|0|0|15|23|46||"288987006"|"184870970"
0|0|0|30|38|46||"288984146"|"184868888"
30|38|46|183|183|183|"Wet"|"288984146"|"184868889"
0|0|0|200|200|200|"Moist"|"288986954"|"184870948"
0|0|0|200|200|200|"Moist"|"288987032"|"184870986"
0|0|0|15|23|30||"288985054"|"184869351"
15|23|30|183|183|183|"Wet"|"288985054"|"184869352"
0|0|0|46|69|91||"288984733"|"184869111"
46|69|91|183|183|183|"Wet"|"288984733"|"184869112"
46|46|76|51|53|91|"Wet"|"288986984"|"184870955"
51|53|91|183|183|183||"288986984"|"184870956"
0|0|0|46|46|76||"288986984"|"184870957"
0|0|15|183|183|183|"Wet"|"288983299"|"184868556"
0|0|0|15|23|30||"288987327"|"184871198"
15|23|30|183|183|183|"Wet"|"288987327"|"184871199"
46|46|76|51|53|91|"Wet"|"288986988"|"184870961"
51|53|91|183|183|183||"288986988"|"184870962"
0|0|0|46|46|76||"288986988"|"184870963"
0|0|0|0|15|30||"288982497"|"184867994"
0|15|30|183|183|183|"Wet"|"288982497"|"184867995"
0|0|0|0|23|46||"288985062"|"184869361"
0|23|46|183|183|183|"Wet"|"288985062"|"184869362"
0|0|0|30|61|91||"288987306"|"184871174"
30|61|91|183|183|183|"Wet"|"288987306"|"184871175"
0|0|15|183|183|183|"Wet"|"288983303"|"184868560"
0|0|0|30|43|61||"288984752"|"184869125"
30|43|61|183|183|183|"Wet"|"288984752"|"184869126"
0|0|0|0|23|46||"288983565"|"184868709"
0|23|46|183|183|183|"Wet"|"288983565"|"184868710"
20|36|51|183|183|183||"288987287"|"184871153"
0|0|0|15|30|46||"288987287"|"184871154"
15|30|46|20|36|51|"Wet"|"288987287"|"184871155"
0|0|0|0|30|61||"288982460"|"184867954"
0|30|61|183|183|183|"Wet"|"288982460"|"184867955"
0|0|0|200|200|200|"Moist"|"288986947"|"184870941"
0|0|0|46|69|91||"288984805"|"184869161"
46|69|91|183|183|183|"Wet"|"288984805"|"184869162"
0|0|0|200|200|200|"Moist"|"288987252"|"184871122"
46|46|76|51|53|91|"Wet"|"288986910"|"184870909"
0|0|0|46|46|76||"288986910"|"184870908"
51|53|91|183|183|183||"288986910"|"184870910"
0|0|0|200|200|200|"Moist"|"288987108"|"184871034"
0|0|0|0|30|61||"288982508"|"184868008"
0|30|61|183|183|183|"Wet"|"288982508"|"184868009"
0|0|0|183|183|183|"Wet"|"288985732"|"184869889"
15|23|46|183|183|183|"Wet"|"288986936"|"184870928"
0|0|0|15|23|46||"288986936"|"184870929"
0|0|0|0|23|46||"288984966"|"184869241"
0|23|46|183|183|183|"Wet"|"288984966"|"184869242"
0|0|0|30|61|91||"288987390"|"184871274"
30|61|91|183|183|183|"Wet"|"288987390"|"184871275"
0|0|0|46|69|91||"288984992"|"184869277"
46|69|91|183|183|183|"Wet"|"288984992"|"184869278"
15|23|30|183|183|183|"Wet"|"288987274"|"184871135"
0|0|0|15|23|30||"288987274"|"184871134"
0|0|0|0|23|46||"288983569"|"184868713"
0|23|46|183|183|183|"Wet"|"288983569"|"184868714"
0|0|0|200|200|200|"Moist"|"288987254"|"184871124"
0|0|0|15|23|30||"288983288"|"184868541"
15|23|30|183|183|183|"Wet"|"288983288"|"184868542"
15|23|46|183|183|183|"Wet"|"288987010"|"184870974"
0|0|0|15|23|46||"288987010"|"184870975"
0|0|0|200|200|200|"Moist"|"288987035"|"184870989"
0|0|15|183|183|183|"Wet"|"288985040"|"184869335"
0|0|0|46|56|107||"288982519"|"184868020"
46|56|107|183|183|183|"Wet"|"288982519"|"184868021"
0|0|0|0|15|30||"288982449"|"184867940"
0|15|30|183|183|183|"Wet"|"288982449"|"184867941"
51|74|96|183|183|183||"288984127"|"184868860"
0|0|0|46|69|91||"288984127"|"184868861"
46|69|91|51|74|96|"Wet"|"288984127"|"184868862"
0|0|0|15|30|46||"288987369"|"184871253"
20|36|51|183|183|183||"288987369"|"184871255"
15|30|46|20|36|51|"Wet"|"288987369"|"184871254"
0|0|0|30|43|61||"288982486"|"184867984"
30|43|61|183|183|183|"Wet"|"288982486"|"184867985"
0|0|0|200|200|200|"Moist"|"288987031"|"184870985"
0|0|0|30|43|61||"288982493"|"184867988"
30|43|61|183|183|183|"Wet"|"288982493"|"184867989"
0|0|0|46|69|91||"288984670"|"184869059"
46|69|91|183|183|183|"Wet"|"288984670"|"184869060"
0|0|0|200|200|200|"Moist"|"288987036"|"184870990"
0|0|0|30|38|46||"288984044"|"184868810"
30|38|46|183|183|183|"Wet"|"288984044"|"184868811"
0|0|0|0|15|30||"288983554"|"184868697"
0|15|30|183|183|183|"Wet"|"288983554"|"184868698"
0|0|0|61|91|122||"288984646"|"184869039"
61|91|122|183|183|183|"Wet"|"288984646"|"184869040"
51|74|96|183|183|183||"288985960"|"184870145"
0|0|0|46|69|91||"288985960"|"184870146"
46|69|91|51|74|96|"Wet"|"288985960"|"184870147"
0|0|15|183|183|183|"Wet"|"288985047"|"184869342"
0|0|0|200|200|200|"Moist"|"288986951"|"184870945"
0|0|0|0|23|46||"288983564"|"184868707"
0|23|46|183|183|183|"Wet"|"288983564"|"184868708"
0|0|0|0|23|46||"288984981"|"184869259"
0|23|46|183|183|183|"Wet"|"288984981"|"184869260"
0|0|0|0|30|61||"288983528"|"184868667"
0|30|61|183|183|183|"Wet"|"288983528"|"184868668"
0|0|0|0|23|46||"288985066"|"184869367"
0|23|46|183|183|183|"Wet"|"288985066"|"184869368"
46|46|76|51|53|91|"Wet"|"288987202"|"184871090"
51|53|91|183|183|183||"288987202"|"184871091"
0|0|0|46|46|76||"288987202"|"184871092"
0|0|0|30|43|61||"288982530"|"184868030"
30|43|61|183|183|183|"Wet"|"288982530"|"184868031"
0|0|0|30|38|46||"288984142"|"184868884"
30|38|46|183|183|183|"Wet"|"288984142"|"184868885"
0|0|0|30|38|46||"288984138"|"184868878"
30|38|46|183|183|183|"Wet"|"288984138"|"184868879"
30|61|91|183|183|183|"Wet"|"288987294"|"184871163"
0|0|0|30|61|91||"288987294"|"184871162"
0|0|0|183|183|183|"Wet"|"288985722"|"184869881"
51|74|96|183|183|183||"288985712"|"184869866"
0|0|0|46|69|91||"288985712"|"184869867"
46|69|91|51|74|96|"Wet"|"288985712"|"184869868"
46|46|76|51|53|91|"Wet"|"288987062"|"184871009"
0|0|0|46|46|76||"288987062"|"184871008"
51|53|91|183|183|183||"288987062"|"184871010"
0|0|0|200|200|200|"Moist"|"288987182"|"184871080"
0|0|0|200|200|200|"Moist"|"288987040"|"184870994"
0|0|0|200|200|200|"Moist"|"288987178"|"184871076"
0|0|0|30|38|46||"288984046"|"184868814"
30|38|46|183|183|183|"Wet"|"288984046"|"184868815"
0|0|0|0|15|30||"288982503"|"184868002"
0|15|30|183|183|183|"Wet"|"288982503"|"184868003"
0|0|0|30|61|91||"288987362"|"184871242"
30|61|91|183|183|183|"Wet"|"288987362"|"184871243"
0|0|0|183|183|183|"Wet"|"288985728"|"184869885"
0|0|0|200|200|200|"Moist"|"288986953"|"184870947"
0|0|0|200|200|200|"Moist"|"288987104"|"184871030"
0|0|0|15|23|30||"288985057"|"184869353"
15|23|30|183|183|183|"Wet"|"288985057"|"184869354"
0|0|0|0|30|61||"288983536"|"184868673"
0|30|61|183|183|183|"Wet"|"288983536"|"184868674"
0|0|0|0|30|61||"288983527"|"184868665"
0|30|61|183|183|183|"Wet"|"288983527"|"184868666"
0|0|0|46|56|107||"288984656"|"184869045"
46|56|107|183|183|183|"Wet"|"288984656"|"184869046"
0|0|0|30|38|46||"288985702"|"184869852"
30|38|46|183|183|183|"Wet"|"288985702"|"184869853"
0|0|0|30|61|91||"288987310"|"184871180"
30|61|91|183|183|183|"Wet"|"288987310"|"184871181"
0|0|0|30|43|61||"288984701"|"184869083"
30|43|61|183|183|183|"Wet"|"288984701"|"184869084"
0|0|0|46|69|91||"288984730"|"184869109"
46|69|91|183|183|183|"Wet"|"288984730"|"184869110"
0|0|0|46|56|107||"288982481"|"184867974"
46|56|107|183|183|183|"Wet"|"288982481"|"184867975"
0|0|0|30|43|61||"288984826"|"184869179"
30|43|61|183|183|183|"Wet"|"288984826"|"184869180"
0|0|0|0|23|46||"288983538"|"184868677"
0|23|46|183|183|183|"Wet"|"288983538"|"184868678"
0|0|15|183|183|183|"Wet"|"288985045"|"184869340"
0|0|15|183|183|183|"Wet"|"288983306"|"184868563"
0|0|0|46|54|61||"288984741"|"184869115"
46|54|61|183|183|183|"Wet"|"288984741"|"184869116"
0|0|0|0|23|46||"288984983"|"184869263"
0|23|46|183|183|183|"Wet"|"288984983"|"184869264"
0|0|0|0|15|30||"288982502"|"184868000"
0|15|30|183|183|183|"Wet"|"288982502"|"184868001"
0|0|0|200|200|200|"Moist"|"288987038"|"184870992"
46|46|76|51|53|91|"Wet"|"288987130"|"184871046"
51|53|91|183|183|183||"288987130"|"184871047"
0|0|0|46|46|76||"288987130"|"184871048"
0|0|15|183|183|183|"Wet"|"288985046"|"184869341"
51|74|96|183|183|183||"288984128"|"184868863"
0|0|0|46|69|91||"288984128"|"184868864"
46|69|91|51|74|96|"Wet"|"288984128"|"184868865"
0|0|0|61|91|122||"288984645"|"184869037"
61|91|122|183|183|183|"Wet"|"288984645"|"184869038"
0|0|0|0|23|46||"288983545"|"184868685"
