"Gravelly"|"171241570"|"50958583"
"Very channery"|"171241443"|"50958526"
"Gravelly"|"171244472"|"50959332"
"Gravelly"|"171244619"|"50959404"
"Gravelly"|"171244586"|"50959389"
"Gravelly"|"171244799"|"50959493"
"Gravelly"|"171244575"|"50959382"
"Very channery"|"171241432"|"50958522"
"Gravelly"|"171243375"|"50959060"
"Very gravelly"|"171242098"|"50958802"
"Gravelly"|"171244736"|"50959461"
"Gravelly"|"171244450"|"50959321"
"Gravelly"|"171244704"|"50959447"
"Gravelly"|"171244413"|"50959301"
"Gravelly"|"171244309"|"50959251"
"Channery"|"171243342"|"50959045"
"Gravelly"|"171244862"|"50959524"
"Very channery"|"171243353"|"50959049"
"Gravelly"|"171244656"|"50959422"
"Very channery"|"171241444"|"50958527"
"Gravelly"|"171244884"|"50959534"
"Gravelly"|"171244873"|"50959530"
"Gravelly"|"171244608"|"50959399"
"Gravelly"|"171244372"|"50959283"
"Gravelly"|"171244346"|"50959270"
"Gravelly"|"171244424"|"50959307"
"Gravelly"|"171242017"|"50958782"
"Channery"|"171243416"|"50959080"
"Gravelly"|"171244538"|"50959364"
"Gravelly"|"171244757"|"50959473"
"Gravelly"|"171244693"|"50959440"
"Gravelly"|"171241498"|"50958551"
"Gravelly"|"171244852"|"50959518"
"Gravelly"|"171241568"|"50958582"
"Channery"|"171241631"|"50958610"
"Gravelly"|"171241422"|"50958517"
"Gravelly"|"171244498"|"50959344"
"Channery"|"171244630"|"50959410"
"Gravelly"|"171242006"|"50958773"
"Gravelly"|"171244493"|"50959343"
"Very gravelly"|"171240221"|"50958073"
"Gravelly"|"171241348"|"50958486"
"Gravelly"|"171244445"|"50959319"
"Gravelly"|"171241496"|"50958550"
"Very channery"|"171243418"|"50959082"
"Gravelly"|"171244597"|"50959393"
"Very gravelly"|"171242050"|"50958789"
"Gravelly"|"171244387"|"50959291"
"Channery"|"171243364"|"50959055"
"Very gravelly"|"171244767"|"50959477"
"Gravelly"|"171244501"|"50959346"
"Gravelly"|"171244398"|"50959295"
"Very channery"|"171243340"|"50959043"
"Gravelly"|"171244461"|"50959326"
"Gravelly"|"171244420"|"50959304"
"Gravelly"|"171244350"|"50959273"
