"SM"|Yes|"82713645"|"152936969"
"SP-SM"|No |"82713646"|"152936971"
"SM"|Yes|"82713646"|"152936970"
"CL-ML"|No |"82713647"|"152936972"
"SC-SM"|No |"82713647"|"152936974"
"ML"|Yes|"82713647"|"152936973"
"SM"|No |"82713647"|"152936975"
"SM"|Yes|"82713648"|"152936976"
"SP-SM"|No |"82713649"|"152936978"
"SM"|Yes|"82713649"|"152936977"
"CL-ML"|No |"82713650"|"152936979"
"ML"|Yes|"82713650"|"152936980"
"SM"|No |"82713650"|"152936981"
"SP-SM"|No |"82713651"|"152936983"
"SM"|Yes|"82713651"|"152936982"
"SP-SM"|No |"82713652"|"152936985"
"SM"|Yes|"82713652"|"152936984"
"SP-SM"|No |"82713653"|"152936987"
"SM"|Yes|"82713653"|"152936986"
"ML"|Yes|"82713654"|"152936988"
"CL-ML"|No |"82713655"|"152936989"
"ML"|Yes|"82713655"|"152936990"
"CL-ML"|No |"82713656"|"152936991"
"ML"|Yes|"82713656"|"152936992"
"SW-SM"|Yes|"82713659"|"152936999"
"SM"|No |"82713659"|"152936997"
"SP"|No |"82713659"|"152936998"
"SP-SM"|No |"82713657"|"152936994"
"SM"|Yes|"82713657"|"152936993"
"SP-SM"|No |"82713658"|"152936996"
"SM"|Yes|"82713658"|"152936995"
"SP-SM"|No |"82713663"|"152937012"
"GP"|No |"82713663"|"152937010"
"SP"|Yes|"82713663"|"152937011"
"GM"|No |"82713661"|"152937002"
"GP"|No |"82713661"|"152937003"
"SM"|Yes|"82713661"|"152937004"
"SP"|No |"82713661"|"152937005"
"SP-SM"|No |"82713660"|"152937001"
"SM"|Yes|"82713660"|"152937000"
"GM"|No |"82713662"|"152937007"
"GP"|No |"82713662"|"152937008"
"SM"|Yes|"82713662"|"152937009"
"SP"|No |"82713662"|"152937006"
"SM"|Yes|"82713664"|"152937013"
"SP-SM"|No |"82713665"|"152937015"
"SM"|Yes|"82713665"|"152937014"
"CL-ML"|No |"82713666"|"152937016"
"SC-SM"|No |"82713666"|"152937018"
"ML"|Yes|"82713666"|"152937017"
"SM"|No |"82713666"|"152937019"
"SW-SM"|Yes|"82713669"|"152937024"
"SM"|No |"82713669"|"152937022"
"SP"|No |"82713669"|"152937023"
"SM"|Yes|"82713667"|"152937020"
"SM"|Yes|"82713668"|"152937021"
"ML"|Yes|"82713702"|"152937092"
"ML"|Yes|"82713703"|"152937093"
"ML"|Yes|"82713701"|"152937091"
"SP-SM"|No |"82713706"|"152937099"
"SM"|Yes|"82713706"|"152937097"
"SP"|No |"82713706"|"152937098"
"ML"|No |"82713704"|"152937094"
"SM"|Yes|"82713704"|"152937095"
"SM"|Yes|"82713705"|"152937096"
"ML"|Yes|"82713707"|"152937100"
"ML"|Yes|"82713708"|"152937101"
"MH"|No |"82713717"|"152937113"
"OH"|Yes|"82713717"|"152937114"
"MH"|Yes|"82713718"|"152937115"
"MH"|Yes|"82713719"|"152937116"
"MH"|Yes|"82713720"|"152937117"
"CH"|Yes|"82713721"|"152937118"
"MH"|No |"82713721"|"152937119"
"CH"|Yes|"82713722"|"152937120"
"MH"|No |"82713722"|"152937121"
"ML"|No |"82713723"|"152937122"
"SM"|Yes|"82713723"|"152937123"
"SC-SM"|Yes|"82713724"|"152937125"
"ML"|No |"82713724"|"152937124"
"SM"|No |"82713724"|"152937126"
"CH"|No |"82713725"|"152937127"
"CL"|Yes|"82713725"|"152937128"
"SC-SM"|No |"82714023"|"152937597"
"ML"|Yes|"82714023"|"152937596"
"CL-ML"|No |"82714021"|"152937589"
"SC-SM"|No |"82714021"|"152937591"
"CL"|Yes|"82714021"|"152937588"
"GC"|No |"82714021"|"152937590"
"CL-ML"|No |"82714022"|"152937593"
"CL"|Yes|"82714022"|"152937592"
"GC"|No |"82714022"|"152937594"
"SC"|No |"82714022"|"152937595"
"ML"|Yes|"82714024"|"152937598"
"SM"|No |"82714024"|"152937599"
"CL-ML"|Yes|"82714025"|"152937600"
"ML"|No |"82714025"|"152937601"
"SC"|No |"82714025"|"152937602"
"SM"|No |"82714025"|"152937603"
"CL-ML"|No |"82714026"|"152937604"
"ML"|Yes|"82714026"|"152937605"
"SM"|No |"82714026"|"152937606"
"PT"|Yes|"82714027"|"152937607"
"ML"|Yes|"82714029"|"152937610"
"SM"|No |"82714029"|"152937611"
"ML"|Yes|"82714028"|"152937608"
"SM"|No |"82714028"|"152937609"
"ML"|Yes|"82714082"|"152937725"
"SM"|No |"82714082"|"152937726"
"CL-ML"|Yes|"82714083"|"152937727"
"ML"|No |"82714083"|"152937728"
"SC"|No |"82714083"|"152937729"
"SM"|No |"82714083"|"152937730"
"CL-ML"|No |"82714084"|"152937731"
"ML"|Yes|"82714084"|"152937732"
"SM"|No |"82714084"|"152937733"
"ML"|Yes|"82714087"|"152937740"
"SM"|No |"82714087"|"152937741"
"GM"|No |"82714088"|"152937742"
"ML"|Yes|"82714088"|"152937743"
"SM"|No |"82714088"|"152937744"
"GM"|No |"82714085"|"152937734"
"ML"|Yes|"82714085"|"152937735"
"SM"|No |"82714085"|"152937736"
"GM"|No |"82714086"|"152937737"
"ML"|No |"82714086"|"152937738"
"SM"|Yes|"82714086"|"152937739"
"CL-ML"|No |"82714089"|"152937745"
"ML"|Yes|"82714089"|"152937746"
"CL-ML"|No |"82714091"|"152937751"
"ML"|No |"82714091"|"152937752"
"SM"|Yes|"82714091"|"152937753"
"CL-ML"|No |"82714092"|"152937754"
"ML"|Yes|"82714092"|"152937755"
"CL-ML"|No |"82714090"|"152937747"
"GM"|No |"82714090"|"152937748"
"ML"|No |"82714090"|"152937749"
"SM"|Yes|"82714090"|"152937750"
"CL-ML"|No |"82714093"|"152937757"
"CL"|Yes|"82714093"|"152937756"
"ML"|No |"82714093"|"152937758"
"CL"|No |"82714094"|"152937759"
"ML"|No |"82714094"|"152937760"
"SM"|Yes|"82714094"|"152937761"
"CL-ML"|No |"82714097"|"152937764"
"GC-GM"|No |"82714097"|"152937765"
"GM"|No |"82714097"|"152937766"
"ML"|Yes|"82714097"|"152937767"
"ML"|Yes|"82714096"|"152937762"
"SM"|No |"82714096"|"152937763"
"ML"|Yes|"82714099"|"152937768"
"SM"|No |"82714099"|"152937769"
"GM"|Yes|"82714101"|"152937773"
"GM"|No |"82714100"|"152937770"
"ML"|No |"82714100"|"152937771"
"SM"|Yes|"82714100"|"152937772"
"ML"|Yes|"82714106"|"152937783"
"SM"|No |"82714106"|"152937784"
"GM"|No |"82714103"|"152937774"
"ML"|Yes|"82714103"|"152937775"
"SM"|No |"82714103"|"152937776"
"GM"|No |"82714104"|"152937777"
"ML"|Yes|"82714104"|"152937778"
"SM"|No |"82714104"|"152937779"
"GM"|No |"82714105"|"152937780"
"ML"|No |"82714105"|"152937781"
"SM"|Yes|"82714105"|"152937782"
"CL-ML"|No |"82714107"|"152937785"
"ML"|Yes|"82714107"|"152937786"
"CL-ML"|No |"82714109"|"152937791"
"ML"|No |"82714109"|"152937792"
"SM"|Yes|"82714109"|"152937793"
"CL-ML"|No |"82714110"|"152937794"
"ML"|Yes|"82714110"|"152937795"
"CL-ML"|No |"82714108"|"152937787"
"GM"|No |"82714108"|"152937788"
"ML"|No |"82714108"|"152937789"
"SM"|Yes|"82714108"|"152937790"
"CL-ML"|No |"82714111"|"152937797"
"CL"|Yes|"82714111"|"152937796"
"ML"|No |"82714111"|"152937798"
"CL"|No |"82714112"|"152937799"
"ML"|No |"82714112"|"152937800"
"SM"|Yes|"82714112"|"152937801"
"CL-ML"|No |"82714115"|"152937804"
"GC-GM"|No |"82714115"|"152937805"
"GM"|No |"82714115"|"152937806"
"ML"|Yes|"82714115"|"152937807"
"ML"|Yes|"82714114"|"152937802"
"SM"|No |"82714114"|"152937803"
"ML"|Yes|"82714117"|"152937808"
"SM"|No |"82714117"|"152937809"
"GM"|Yes|"82714118"|"152937810"
"GM"|No |"82714120"|"152937811"
"ML"|No |"82714120"|"152937812"
"SM"|Yes|"82714120"|"152937813"
"CL-ML"|No |"82714123"|"152937818"
"CL"|Yes|"82714123"|"152937817"
"ML"|No |"82714123"|"152937819"
"CL"|No |"82714121"|"152937814"
"ML"|No |"82714121"|"152937815"
"SM"|Yes|"82714121"|"152937816"
"CL-ML"|No |"82714125"|"152937823"
"GC-GM"|No |"82714125"|"152937824"
"GM"|No |"82714125"|"152937825"
"ML"|Yes|"82714125"|"152937826"
"GM"|No |"82714124"|"152937820"
"ML"|Yes|"82714124"|"152937821"
"SM"|No |"82714124"|"152937822"
"ML"|Yes|"82714129"|"152937830"
"SM"|No |"82714129"|"152937831"
"GM"|No |"82714127"|"152937827"
"ML"|Yes|"82714127"|"152937828"
"SM"|No |"82714127"|"152937829"
"ML"|Yes|"82714130"|"152937832"
"SM"|No |"82714130"|"152937833"
"GM"|Yes|"82714132"|"152937837"
"GM"|No |"82714131"|"152937834"
"ML"|No |"82714131"|"152937835"
"SM"|Yes|"82714131"|"152937836"
"ML"|Yes|"82714425"|"152938350"
"SM"|No |"82714425"|"152938351"
"CL-ML"|No |"82714426"|"152938352"
"GC-GM"|No |"82714426"|"152938354"
"SC-SM"|No |"82714426"|"152938353"
"SC"|Yes|"82714426"|"152938355"
"CL-ML"|No |"82714428"|"152938361"
"GC-GM"|No |"82714428"|"152938362"
"SC-SM"|No |"82714428"|"152938360"
"SC"|No |"82714428"|"152938363"
"CL-ML"|No |"82714427"|"152938358"
"GC-GM"|No |"82714427"|"152938356"
"SC-SM"|No |"82714427"|"152938359"
"SC"|Yes|"82714427"|"152938357"
"GM"|No |"82714432"|"152938375"
"SM"|Yes|"82714432"|"152938374"
"GM"|No |"82714433"|"152938376"
"SM"|Yes|"82714433"|"152938377"
"GM"|No |"82714434"|"152938379"
"SM"|Yes|"82714434"|"152938378"
"ML"|No |"82714429"|"152938365"
"SM"|Yes|"82714429"|"152938364"
"CL-ML"|No |"82714431"|"152938373"
"GM"|No |"82714431"|"152938371"
"ML"|No |"82714431"|"152938370"
"SM"|Yes|"82714431"|"152938372"
"CL-ML"|No |"82714430"|"152938367"
"GM"|No |"82714430"|"152938369"
"ML"|No |"82714430"|"152938366"
"SM"|Yes|"82714430"|"152938368"
"ML"|Yes|"82714435"|"152938380"
"SM"|No |"82714435"|"152938381"
"SC-SM"|No |"82714436"|"152938384"
"ML"|No |"82714436"|"152938382"
"SM"|Yes|"82714436"|"152938383"
"SC-SM"|No |"82714437"|"152938387"
"ML"|No |"82714437"|"152938385"
"SM"|Yes|"82714437"|"152938386"
"SC-SM"|No |"82714438"|"152938388"
"ML"|No |"82714438"|"152938389"
"SM"|Yes|"82714438"|"152938390"
"GC-GM"|No |"82714443"|"152938402"
"SC-SM"|No |"82714443"|"152938404"
"GM"|No |"82714443"|"152938403"
"SM"|Yes|"82714443"|"152938401"
"CL-ML"|Yes|"82714442"|"152938398"
"GM"|No |"82714442"|"152938397"
"ML"|No |"82714442"|"152938399"
"SM"|No |"82714442"|"152938400"
"ML"|Yes|"82714440"|"152938391"
"SM"|No |"82714440"|"152938392"
"CL-ML"|Yes|"82714441"|"152938394"
"GM"|No |"82714441"|"152938393"
